roll_number,majority,congress,session,chamber,rollcall_num,legis_num,vote_question,amendment_num,amendment_author,vote_type,vote_result,action_date,vote_desc,action_time_etz,action_time,republican_yeas,republican_nays,republican_present,republican_not_voting,democratic_yeas,democratic_nays,democratic_present,democratic_not_voting,independent_yeas,independent_nays,independent_present,independent_not_voting,D_yea_pct,R_yea_pct
575,R,118,1st,,575,H R 4821,On Agreeing to the Amendment,26.0,Boebert of Colorado Part B Amendment No. 74,RECORDED VOTE,Agreed to,2-Nov-2023,,17:32,5:32 PM,209,8,0,6,4,204,0,7,0,0,0,0,0.019230769230769232,0.9631336405529954
576,R,118,1st,,576,H R 4821,On Agreeing to the Amendment,30.0,Burgess of Texas Part A Amendment No. 78,RECORDED VOTE,Failed,2-Nov-2023,,17:36,5:36 PM,185,32,0,6,3,205,0,7,0,0,0,0,0.014423076923076924,0.8525345622119815
577,R,118,1st,U.S. House of Representatives,577,H R 6126,On Passage,,,YEA-AND-NAY,Passed,2-Nov-2023,,17:44,5:44 PM,214,2,0,5,12,194,0,6,0,0,0,0,0.05825242718446602,0.9907407407407407
579,R,118,1st,,579,H R 4821,On Agreeing to the Amendment,37.0,Crane of Arizona Part A Amendment No. 85,RECORDED VOTE,Failed,2-Nov-2023,,22:29,10:29 PM,161,49,0,13,0,202,0,13,0,0,0,0,0.0,0.7666666666666667
580,R,118,1st,,580,H R 4821,On Agreeing to the Amendment,38.0,Crane of Arizona Part A Amendment No. 86,RECORDED VOTE,Failed,2-Nov-2023,,22:32,10:32 PM,190,19,0,14,1,200,0,14,0,0,0,0,0.004975124378109453,0.9090909090909091
581,R,118,1st,,581,H R 4821,On Agreeing to the Amendment,41.0,Fulcher of Idaho Part A Amendment No. 89,RECORDED VOTE,Agreed to,2-Nov-2023,,22:35,10:35 PM,209,3,0,11,3,199,0,13,0,0,0,0,0.01485148514851485,0.9858490566037735
582,R,118,1st,,582,H R 4821,On Agreeing to the Amendment,43.0,Gosar of Arizona Part A Amendment No. 91,RECORDED VOTE,Agreed to,2-Nov-2023,,22:39,10:39 PM,209,5,0,9,3,201,0,11,0,0,0,0,0.014705882352941176,0.9766355140186916
583,R,118,1st,,583,H R 4821,On Agreeing to the Amendment,46.0,Greene of Georgia Part A Amendment No. 94,RECORDED VOTE,Failed,2-Nov-2023,,22:42,10:42 PM,191,23,0,9,0,204,0,11,0,0,0,0,0.0,0.8925233644859814
584,R,118,1st,,584,H R 4821,On Agreeing to the Amendment,52.0,McCormick of Georgia Part A Amendment No. 101,RECORDED VOTE,Failed,2-Nov-2023,,22:45,10:45 PM,166,47,0,10,0,204,0,11,0,0,0,0,0.0,0.7793427230046949
585,R,118,1st,,585,H R 4821,On Agreeing to the Amendment,53.0,McCormick of Georgia Part A Amendment No. 102,RECORDED VOTE,Agreed to,2-Nov-2023,,22:48,10:48 PM,213,2,0,8,4,200,0,11,0,0,0,0,0.0196078431372549,0.9906976744186047
586,R,118,1st,,586,H R 4821,On Agreeing to the Amendment,54.0,Miller of Illinois Part A Amendment No. 103,RECORDED VOTE,Failed,2-Nov-2023,,22:51,10:51 PM,151,59,0,13,0,204,0,11,0,0,0,0,0.0,0.719047619047619
587,R,118,1st,,587,H R 4821,On Agreeing to the Amendment,57.0,Nehls of Texas Part A Amendment No. 107,RECORDED VOTE,Failed,2-Nov-2023,,22:54,10:54 PM,196,18,0,9,0,204,0,11,0,0,0,0,0.0,0.9158878504672897
588,R,118,1st,,588,H R 4821,On Agreeing to the Amendment,60.0,Norman of South Carolina Part A Amendment No. 110,RECORDED VOTE,Failed,2-Nov-2023,,22:58,10:58 PM,207,9,0,7,0,204,0,11,0,0,0,0,0.0,0.9583333333333334
589,R,118,1st,,589,H R 4821,On Agreeing to the Amendment,62.0,Norman of South Carolina Part A Amendment No. 112,RECORDED VOTE,Failed,2-Nov-2023,,23:01,11:01 PM,159,55,0,9,0,204,0,11,0,0,0,0,0.0,0.7429906542056075
590,R,118,1st,,590,H R 4821,On Agreeing to the Amendment,63.0,Norman of South Carolina Part A Amendment No. 113,RECORDED VOTE,Failed,2-Nov-2023,,23:04,11:04 PM,150,61,0,12,0,204,0,11,0,0,0,0,0.0,0.7109004739336493
591,R,118,1st,,591,H R 4821,On Agreeing to the Amendment,65.0,Norman of South Carolina Part A Amendment No. 115,RECORDED VOTE,Failed,2-Nov-2023,,23:07,11:07 PM,156,59,0,8,0,204,0,11,0,0,0,0,0.0,0.7255813953488373
592,R,118,1st,,592,H R 4821,On Agreeing to the Amendment,66.0,Ogles of Tennessee Part A Amendment No. 116,RECORDED VOTE,Failed,2-Nov-2023,,23:11,11:11 PM,175,40,0,8,0,204,0,11,0,0,0,0,0.0,0.813953488372093
593,R,118,1st,,593,H R 4821,On Agreeing to the Amendment,70.0,Ogles of Tennessee Part A Amendment No. 120,RECORDED VOTE,Agreed to,3-Nov-2023,,10:39,10:39 AM,214,2,0,7,0,202,0,13,0,0,0,0,0.0,0.9907407407407407
594,R,118,1st,,594,H R 4821,On Agreeing to the Amendment,76.0,Roy of Texas Part A Amendment No. 126,RECORDED VOTE,Agreed to,3-Nov-2023,,10:44,10:44 AM,212,2,0,9,0,202,0,13,0,0,0,0,0.0,0.9906542056074766
595,R,118,1st,,595,H R 4821,On Agreeing to the Amendment,77.0,Roy of Texas Part A Amendment No. 127,RECORDED VOTE,Agreed to,3-Nov-2023,,10:47,10:47 AM,208,6,0,10,0,201,0,14,0,0,0,0,0.0,0.9719626168224299
597,R,118,1st,U.S. House of Representatives,597,H R 4821,On Passage,,,YEA-AND-NAY,Passed,3-Nov-2023,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",11:03,11:03 AM,212,3,0,6,1,200,0,11,0,0,0,0,0.004975124378109453,0.986046511627907
602,R,118,1st,U.S. House of Representatives,602,H RES 847,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,7-Nov-2023,"Providing for consideration of the bill (H.R. 4664) making appropriations for financial services and general government for the fiscal year ending September 30, 2024, and for other purposes",14:06,2:06 PM,217,0,0,4,0,204,0,8,0,0,0,0,0.0,1.0
603,R,118,1st,,603,H R 4820,On Agreeing to the Amendment,3.0,Escobar of Texas Part B Amendment No. 5,RECORDED VOTE,Failed,7-Nov-2023,,14:13,2:13 PM,6,213,0,4,206,1,0,8,0,0,0,0,0.9951690821256038,0.0273972602739726
604,R,118,1st,,604,H R 4820,On Agreeing to the Amendment,5.0,Perry of Pennsylvania Part B Amendment No. 20,RECORDED VOTE,Failed,7-Nov-2023,,14:16,2:16 PM,125,91,0,7,0,206,0,9,0,0,0,0,0.0,0.5787037037037037
605,R,118,1st,,605,H R 4820,On Agreeing to the Amendment,9.0,Perry of Pennsylvania Part B Amendment No. 25,RECORDED VOTE,Failed,7-Nov-2023,,14:19,2:19 PM,148,70,0,5,0,207,0,8,0,0,0,0,0.0,0.6788990825688074
606,R,118,1st,,606,H R 4820,On Agreeing to the Amendment,10.0,Grothman of Wisconsin Part B Amendment No. 29,RECORDED VOTE,Agreed to,7-Nov-2023,,14:22,2:22 PM,213,4,0,6,0,206,0,9,0,0,0,0,0.0,0.9815668202764977
607,R,118,1st,,607,H R 4820,On Agreeing to the Amendment,11.0,Brecheen of Oklahoma Part B Amendment No. 30,RECORDED VOTE,Failed,7-Nov-2023,,14:25,2:25 PM,174,45,0,4,0,207,0,8,0,0,0,0,0.0,0.7945205479452054
609,R,118,1st,,609,H R 4820,On Agreeing to the Amendment,14.0,Davidson of Ohio Part B Amendment No. 34,RECORDED VOTE,Failed,7-Nov-2023,,21:31,9:31 PM,144,71,0,8,0,211,0,4,0,0,0,0,0.0,0.6697674418604651
610,R,118,1st,,610,H R 4820,On Agreeing to the Amendment,15.0,Blunt Rochester of Delaware Part B Amendment No. 36,RECORDED VOTE,Agreed to,7-Nov-2023,,21:36,9:36 PM,28,185,0,10,210,0,0,5,0,0,0,0,1.0,0.13145539906103287
611,R,118,1st,,611,H R 4820,On Agreeing to the Amendment,16.0,Grothman of Wisconsin Part B Amendment No. 37,RECORDED VOTE,Failed,7-Nov-2023,,21:40,9:40 PM,106,112,0,5,0,212,0,3,0,0,0,0,0.0,0.48623853211009177
612,R,118,1st,,612,H R 4820,On Agreeing to the Amendment,18.0,Schweikert of Arizona Part B Amendment No. 46,RECORDED VOTE,Failed,7-Nov-2023,,21:43,9:43 PM,133,85,0,5,0,210,0,5,0,0,0,0,0.0,0.6100917431192661
613,R,118,1st,,613,H R 4820,On Agreeing to the Amendment,19.0,Schweikert of Arizona Part B Amendment No. 47,RECORDED VOTE,Failed,7-Nov-2023,,21:46,9:46 PM,104,114,0,5,0,211,0,4,0,0,0,0,0.0,0.47706422018348627
614,R,118,1st,,614,H R 4820,On Agreeing to the Amendment,27.0,Hageman of Wyoming Part B Amendment No. 57,RECORDED VOTE,Failed,7-Nov-2023,,21:50,9:50 PM,190,27,0,6,1,211,0,3,0,0,0,0,0.0047169811320754715,0.8755760368663594
615,R,118,1st,,615,H R 4820,On Agreeing to the Amendment,29.0,Massie of Kentucky Part B Amendment No. 59,RECORDED VOTE,Failed,7-Nov-2023,,21:55,9:55 PM,206,13,0,5,5,207,0,3,0,0,0,0,0.02358490566037736,0.9406392694063926
616,R,118,1st,,616,H R 4820,On Agreeing to the Amendment,30.0,Massie of Kentucky Part B Amendment No. 60,RECORDED VOTE,Failed,7-Nov-2023,,21:58,9:58 PM,199,19,0,5,2,210,0,3,0,0,0,0,0.009433962264150943,0.9128440366972477
617,R,118,1st,,617,H R 4820,On Agreeing to the Amendment,32.0,Norman of South Carolina Part B Amendment No. 62,RECORDED VOTE,Failed,7-Nov-2023,,22:01,10:01 PM,164,52,0,7,0,212,0,3,0,0,0,0,0.0,0.7592592592592593
618,R,118,1st,,618,H R 4820,On Agreeing to the Amendment,34.0,Norman of South Carolina Part B Amendment No. 64,RECORDED VOTE,Failed,7-Nov-2023,,22:04,10:04 PM,155,60,0,8,0,212,0,3,0,0,0,0,0.0,0.7209302325581395
619,R,118,1st,,619,H R 4820,On Agreeing to the Amendment,36.0,Norman of South Carolina Part B Amendment No. 66,RECORDED VOTE,Failed,7-Nov-2023,,22:07,10:07 PM,212,5,0,6,0,212,0,3,0,0,0,0,0.0,0.9769585253456221
620,R,118,1st,,620,H R 4820,On Agreeing to the Amendment,43.0,Santos of New York Part B Amendment No. 73,RECORDED VOTE,Failed,7-Nov-2023,,22:10,10:10 PM,112,106,0,5,0,212,0,3,0,0,0,0,0.0,0.5137614678899083
621,R,118,1st,,621,H R 4820,On Agreeing to the Amendment,44.0,Self of Texas Part B Amendment No. 74,RECORDED VOTE,Failed,7-Nov-2023,,22:14,10:14 PM,211,7,0,5,0,212,0,3,0,0,0,0,0.0,0.9678899082568807
622,R,118,1st,U.S. House of Representatives,622,H RES 845,On Agreeing to the Resolution,,,YEA-AND-NAY,Passed,7-Nov-2023,"Censuring Representative Rashida Tlaib for promoting false narratives regarding the October 7, 2023, Hamas attack on Israel and for calling for the destruction of the State of Israel",22:24,10:24 PM,212,4,1,3,22,184,3,3,0,0,0,0,0.10679611650485436,0.9814814814814815
623,R,118,1st,,623,H R 4664,On Agreeing to the Amendment,2.0,Molinaro of New York Part B Amendment No. 2,RECORDED VOTE,Agreed to,8-Nov-2023,,14:33,2:33 PM,214,1,0,8,122,85,0,8,0,0,0,0,0.5893719806763285,0.9953488372093023
624,R,118,1st,,624,H R 4664,On Agreeing to the Amendment,3.0,Grothman of Wisconsin Part B Amendment No. 9,RECORDED VOTE,Failed,8-Nov-2023,,14:38,2:38 PM,115,99,0,9,0,207,0,8,0,0,0,0,0.0,0.5373831775700935
625,R,118,1st,,625,H R 4664,On Agreeing to the Amendment,6.0,Harshbarger of Tennessee Part B Amendment No. 15,RECORDED VOTE,Failed,8-Nov-2023,,14:42,2:42 PM,186,30,0,7,1,208,0,6,0,0,0,0,0.004784688995215311,0.8611111111111112
626,R,118,1st,,626,H R 4664,On Agreeing to the Amendment,8.0,Perry of Pennsylvania Part B Amendment No. 18,RECORDED VOTE,Failed,8-Nov-2023,,14:46,2:46 PM,140,78,0,5,0,208,0,7,0,0,0,0,0.0,0.6422018348623854
627,R,118,1st,,627,H R 4664,On Agreeing to the Amendment,10.0,Ogles of Tennessee Part B Amendment No. 21,RECORDED VOTE,Failed,8-Nov-2023,,14:50,2:50 PM,183,37,0,3,0,209,0,6,0,0,0,0,0.0,0.8318181818181818
628,R,118,1st,,628,H R 4664,On Agreeing to the Amendment,11.0,Perry of Pennsylvania Part B Amendment No. 24,RECORDED VOTE,Failed,8-Nov-2023,,14:54,2:54 PM,172,48,0,3,0,209,0,6,0,0,0,0,0.0,0.7818181818181819
629,R,118,1st,,629,H R 4664,On Agreeing to the Amendment,15.0,Barr of Kentucky Part B Amendment No. 37,RECORDED VOTE,Agreed to,8-Nov-2023,,14:59,2:59 PM,215,2,0,6,35,172,0,8,0,0,0,0,0.16908212560386474,0.9907834101382489
630,R,118,1st,,630,H R 4664,On Agreeing to the Amendment,16.0,Barr of Kentucky Part B Amendment No. 38,RECORDED VOTE,Agreed to,8-Nov-2023,,15:05,3:05 PM,218,2,0,3,1,208,0,6,0,0,0,0,0.004784688995215311,0.990909090909091
631,R,118,1st,,631,H R 4664,On Agreeing to the Amendment,17.0,Bean of Florida Part B Amendment No. 39,RECORDED VOTE,Failed,8-Nov-2023,,15:08,3:08 PM,205,11,0,7,0,209,0,6,0,0,0,0,0.0,0.9490740740740741
632,R,118,1st,,632,H R 4664,On Agreeing to the Amendment,20.0,Burchett of Tennessee Part B Amendment No. 42,RECORDED VOTE,Failed,8-Nov-2023,,15:12,3:12 PM,175,44,0,4,0,208,0,7,0,0,0,0,0.0,0.7990867579908676
633,R,118,1st,,633,H R 4664,On Agreeing to the Amendment,22.0,Collins of Georgia Part B Amendment No. 44,RECORDED VOTE,Failed,8-Nov-2023,,15:16,3:16 PM,106,114,0,3,0,208,0,7,0,0,0,0,0.0,0.4818181818181818
634,R,118,1st,,634,H R 4664,On Agreeing to the Amendment,32.0,Gaetz of Florida Part B Amendment No. 54,RECORDED VOTE,Failed,8-Nov-2023,,21:27,9:27 PM,145,70,0,8,0,203,1,11,0,0,0,0,0.0,0.6744186046511628
635,R,118,1st,,635,H R 4664,On Agreeing to the Amendment,36.0,Harshbarger of Tennessee Part B Amendment No. 63,RECORDED VOTE,Failed,8-Nov-2023,,21:32,9:32 PM,205,5,0,13,0,206,0,9,0,0,0,0,0.0,0.9761904761904762
636,R,118,1st,,636,H R 4664,On Agreeing to the Amendment,52.0,Ogles of Tennessee Part B Amendment No. 84,RECORDED VOTE,Failed,8-Nov-2023,,21:35,9:35 PM,198,15,0,10,0,206,0,9,0,0,0,0,0.0,0.9295774647887324
637,R,118,1st,,637,H R 4664,On Agreeing to the Amendment,54.0,Ogles of Tennessee Part B Amendment No. 87,RECORDED VOTE,Failed,8-Nov-2023,,21:38,9:38 PM,196,19,0,8,0,204,0,11,0,0,0,0,0.0,0.9116279069767442
638,R,118,1st,,638,H R 4664,On Agreeing to the Amendment,57.0,Rosendale of Montana Part B Amendment No. 91,RECORDED VOTE,Failed,8-Nov-2023,,21:41,9:41 PM,142,71,0,10,0,206,0,9,0,0,0,0,0.0,0.6666666666666666
639,R,118,1st,,639,H R 4664,On Agreeing to the Amendment,58.0,Rosendale of Montana Part B Amendment No. 92,RECORDED VOTE,Failed,8-Nov-2023,,21:45,9:45 PM,206,8,0,9,2,204,0,9,0,0,0,0,0.009708737864077669,0.9626168224299065
640,R,118,1st,,640,H R 4664,On Agreeing to the Amendment,61.0,Salazar of Florida Part B Amendment No. 95,RECORDED VOTE,Agreed to,8-Nov-2023,,21:48,9:48 PM,215,0,0,8,7,198,0,10,0,0,0,0,0.03414634146341464,1.0
641,R,118,1st,,641,H R 4664,On Agreeing to the Amendment,66.0,Tenney of New York Part B Amendment No. 100,RECORDED VOTE,Failed,9-Nov-2023,,10:36,10:36 AM,165,54,1,4,0,203,0,12,0,0,0,0,0.0,0.7534246575342466
642,R,118,1st,,642,H R 4664,On Agreeing to the Amendment,67.0,Tenney of New York Part B Amendment No. 101,RECORDED VOTE,Agreed to,9-Nov-2023,,10:44,10:44 AM,216,2,0,5,4,200,0,11,0,0,0,0,0.0196078431372549,0.9908256880733946
647,R,118,1st,U.S. House of Representatives,647,H RES 864,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,14-Nov-2023,"Providing for consideration of the bill (H.R. 5894) making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2024, and for other purposes",11:12,11:12 AM,217,0,0,4,0,209,0,4,0,0,0,0,0.0,1.0
648,R,118,1st,,648,H R 5894,On Agreeing to the Amendment,2.0,Miller of Illinois Part B Amendment No. 1,RECORDED VOTE,Failed,14-Nov-2023,,17:05,5:05 PM,131,88,0,4,0,212,0,4,0,0,0,0,0.0,0.5981735159817352
649,R,118,1st,,649,H R 5894,On Agreeing to the Amendment,13.0,Good of Virginia Part B Amendment No. 28,RECORDED VOTE,Failed,14-Nov-2023,,17:10,5:10 PM,190,27,0,6,0,214,0,2,0,0,0,0,0.0,0.8755760368663594
650,R,118,1st,,650,H R 5894,On Agreeing to the Amendment,14.0,Good of Virginia Part B Amendment No. 32,RECORDED VOTE,Failed,14-Nov-2023,,17:14,5:14 PM,140,80,0,3,0,214,0,2,0,0,0,0,0.0,0.6363636363636364
651,R,118,1st,,651,H R 5894,On Agreeing to the Amendment,15.0,Rosendale of Montana Part B Amendment No. 33,RECORDED VOTE,Failed,14-Nov-2023,,17:18,5:18 PM,183,38,0,2,0,213,0,3,0,0,0,0,0.0,0.8280542986425339
652,R,118,1st,,652,H R 5894,On Agreeing to the Amendment,17.0,Mills of Florida Part B Amendment No. 35,RECORDED VOTE,Failed,14-Nov-2023,,17:21,5:21 PM,186,34,0,3,0,213,0,3,0,0,0,0,0.0,0.8454545454545455
653,R,118,1st,,653,H R 5894,On Agreeing to the Amendment,22.0,Good of Virginia Part B Amendment No. 55,RECORDED VOTE,Failed,14-Nov-2023,,17:24,5:24 PM,109,110,0,4,0,214,0,2,0,0,0,0,0.0,0.4977168949771689
654,R,118,1st,,654,H R 5894,On Agreeing to the Amendment,26.0,Biggs of Arizona Part B Amendment No. 69,RECORDED VOTE,Failed,14-Nov-2023,,17:28,5:28 PM,85,136,0,2,0,214,0,2,0,0,0,0,0.0,0.38461538461538464
655,R,118,1st,,655,H R 5894,On Agreeing to the Amendment,27.0,Biggs of Arizona Part B Amendment No. 70,RECORDED VOTE,Failed,14-Nov-2023,,17:31,5:31 PM,81,140,0,2,0,213,0,3,0,0,0,0,0.0,0.3665158371040724
656,R,118,1st,,656,H R 5894,On Agreeing to the Amendment,28.0,Biggs of Arizona Part B Amendment No. 71,RECORDED VOTE,Failed,14-Nov-2023,,17:35,5:35 PM,81,140,0,2,0,214,0,2,0,0,0,0,0.0,0.3665158371040724
657,R,118,1st,,657,H R 5894,On Agreeing to the Amendment,29.0,Biggs of Arizona Part B Amendment No. 76,RECORDED VOTE,Failed,14-Nov-2023,,17:38,5:38 PM,118,102,0,3,0,214,0,2,0,0,0,0,0.0,0.5363636363636364
660,R,118,1st,U.S. House of Representatives,660,H RES 869,On Agreeing to the Resolution,,,RECORDED VOTE,Failed,15-Nov-2023,"Providing for consideration of the bill (H.R. 5893) Commerce, Justice, Science, and Related Agencies Appropriations Act, 2024 and providing for consideration of the bill (H.R. 5961) No Funds for Iranian Terrorism Act",11:11,11:11 AM,198,19,0,4,0,206,0,7,0,0,0,0,0.0,0.9124423963133641
661,R,118,1st,,661,H R 5894,On Agreeing to the Amendment,30.0,Perry of Pennsylvania Part B Amendment No. 78,RECORDED VOTE,Failed,15-Nov-2023,,11:17,11:17 AM,169,47,0,7,0,210,0,6,0,0,0,0,0.0,0.7824074074074074
662,R,118,1st,,662,H R 5894,On Agreeing to the Amendment,37.0,Biggs of Arizona Part B Amendment No. 86,RECORDED VOTE,Failed,15-Nov-2023,,11:22,11:22 AM,173,45,0,5,0,209,0,7,0,0,0,0,0.0,0.7935779816513762
663,R,118,1st,,663,H R 5894,On Agreeing to the Amendment,40.0,Crane of Arizona Part B Amendment No. 92,RECORDED VOTE,Failed,15-Nov-2023,,11:25,11:25 AM,151,64,0,8,0,209,0,7,0,0,0,0,0.0,0.7023255813953488
664,R,118,1st,,664,H R 5894,On Agreeing to the Amendment,46.0,Greene of Georgia Part B Amendment No. 103,RECORDED VOTE,Failed,15-Nov-2023,,11:29,11:29 AM,170,46,1,6,0,208,0,8,0,0,0,0,0.0,0.7870370370370371
665,R,118,1st,,665,H R 5894,On Agreeing to the Amendment,47.0,Greene of Georgia Part B Amendment No. 104,RECORDED VOTE,Failed,15-Nov-2023,,11:33,11:33 AM,165,51,1,6,0,209,0,7,0,0,0,0,0.0,0.7638888888888888
666,R,118,1st,,666,H R 5894,On Agreeing to the Amendment,54.0,Hern of Oklahoma Part B Amendment No. 111,RECORDED VOTE,Agreed to,15-Nov-2023,,11:37,11:37 AM,216,0,0,7,195,14,0,7,0,0,0,0,0.9330143540669856,1.0
667,R,118,1st,,667,H R 5894,On Agreeing to the Amendment,55.0,Higgins of Louisiana Part B Amendment No. 112,RECORDED VOTE,Failed,15-Nov-2023,,11:41,11:41 AM,148,71,1,3,0,209,0,7,0,0,0,0,0.0,0.6757990867579908
668,R,118,1st,,668,H R 5894,On Agreeing to the Amendment,56.0,Higgins of Louisiana Part B Amendment No. 113,RECORDED VOTE,Failed,15-Nov-2023,,11:44,11:44 AM,144,70,1,8,0,209,0,7,0,0,0,0,0.0,0.6728971962616822
669,R,118,1st,,669,H R 5894,On Agreeing to the Amendment,57.0,Lawler of New York Part B Amendment No. 114,RECORDED VOTE,Agreed to,15-Nov-2023,,11:47,11:47 AM,218,1,0,4,155,53,0,8,0,0,0,0,0.7451923076923077,0.9954337899543378
670,R,118,1st,,670,H R 5894,On Agreeing to the Amendment,60.0,McCormick of Georgia Part B Amendment No. 117,RECORDED VOTE,Failed,15-Nov-2023,,11:50,11:50 AM,162,55,1,5,0,207,0,9,0,0,0,0,0.0,0.7465437788018433
671,R,118,1st,,671,H R 5894,On Agreeing to the Amendment,61.0,Miller of Illinois Part B Amendment No. 118,RECORDED VOTE,Failed,15-Nov-2023,,11:53,11:53 AM,157,59,1,6,0,209,0,7,0,0,0,0,0.0,0.7268518518518519
672,R,118,1st,,672,H R 5894,On Agreeing to the Amendment,62.0,Miller of Illinois Part B Amendment No. 119,RECORDED VOTE,Failed,15-Nov-2023,,11:57,11:57 AM,155,63,1,4,0,207,0,9,0,0,0,0,0.0,0.7110091743119266
673,R,118,1st,,673,H R 5894,On Agreeing to the Amendment,64.0,Miller of Illinois Part B Amendment No. 121,RECORDED VOTE,Failed,15-Nov-2023,,12:00,12:00 PM,204,15,0,4,0,209,0,7,0,0,0,0,0.0,0.9315068493150684
674,R,118,1st,,674,H R 5894,On Agreeing to the Amendment,66.0,Miller-Meeks of Iowa Part B Amendment No. 123,RECORDED VOTE,Agreed to,15-Nov-2023,,12:03,12:03 PM,216,4,0,3,0,207,0,9,0,0,0,0,0.0,0.9818181818181818
675,R,118,1st,,675,H R 5894,On Agreeing to the Amendment,76.0,Rosendale of Montana Part B Amendment No. 134,RECORDED VOTE,Failed,15-Nov-2023,,12:08,12:08 PM,155,63,1,4,0,205,0,11,0,0,0,0,0.0,0.7110091743119266
679,R,118,1st,U.S. House of Representatives,679,H RES 891,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,29-Nov-2023,"Providing for consideration of (H.R. 5283) Protecting our Communities from Failure to Secure the Border Act; (H.R. 5961) No Funds for Iranian Terrorism Act; (S.J. Res. 32) providing for congressional disapproval, relating to âSmall Business Lending Under the Equal Credit Opportunity Act (Regulation B)â",14:03,2:03 PM,212,0,1,8,0,205,0,8,0,0,0,0,0.0,1.0
680,R,118,1st,,680,H R 5961,On Agreeing to the Amendment,1.0,Fitzpatrick of Pennsylvania Part C Amendment No. 1,RECORDED VOTE,Agreed to,30-Nov-2023,,16:25,4:25 PM,213,1,1,9,199,10,0,7,0,0,0,0,0.9521531100478469,0.9953271028037384
681,R,118,1st,,681,H R 5961,On Agreeing to the Amendment,5.0,Ogles of Tennessee Part C Amendment No. 5,RECORDED VOTE,Agreed to,30-Nov-2023,,16:29,4:29 PM,214,1,1,8,208,0,0,8,0,0,0,0,1.0,0.9953488372093023
682,R,118,1st,,682,H R 5961,On Agreeing to the Amendment,6.0,Ogles of Tennessee Part C Amendment No. 6,RECORDED VOTE,Agreed to,30-Nov-2023,,16:33,4:33 PM,216,0,1,7,25,181,0,10,0,0,0,0,0.12135922330097088,1.0
683,R,118,1st,,683,H R 5961,On Agreeing to the Amendment,8.0,Ogles of Tennessee Part C Amendment No. 8,RECORDED VOTE,Agreed to,30-Nov-2023,,16:36,4:36 PM,218,1,1,4,8,198,0,10,0,0,0,0,0.038834951456310676,0.9954337899543378
684,R,118,1st,,684,H R 5961,On Agreeing to the Amendment,9.0,Pfluger of Texas Part C Amendment No. 9,RECORDED VOTE,Agreed to,30-Nov-2023,,16:39,4:39 PM,219,1,1,4,12,197,0,7,0,0,0,0,0.05741626794258373,0.9954545454545455
685,R,118,1st,,685,H R 5961,On Agreeing to the Amendment,10.0,Porter of California Part C Amendment No. 10,RECORDED VOTE,Agreed to,30-Nov-2023,,16:43,4:43 PM,190,26,1,7,209,2,0,5,0,0,0,0,0.990521327014218,0.8796296296296297
686,R,118,1st,,686,H R 5961,On Agreeing to the Amendment,12.0,Jackson of Illinois Part C Amendment No. 12,RECORDED VOTE,Failed,30-Nov-2023,,16:47,4:47 PM,6,213,1,4,188,23,0,5,0,0,0,0,0.8909952606635071,0.0273972602739726
687,R,118,1st,U.S. House of Representatives,687,H R 5961,On Passage,,,YEA-AND-NAY,Passed,30-Nov-2023,No Funds for Iranian Terrorism Act,16:55,4:55 PM,217,1,1,3,90,118,0,5,0,0,0,0,0.4326923076923077,0.9954128440366973
688,R,118,1st,,688,H R 5283,On Agreeing to the Amendment,2.0,Velazquez of New York Part A Amendment No. 2,RECORDED VOTE,Failed,30-Nov-2023,,17:00,5:00 PM,0,218,1,5,206,5,0,5,0,0,0,0,0.976303317535545,0.0
689,R,118,1st,U.S. House of Representatives,689,H R 5283,On Passage,,,RECORDED VOTE,Passed,30-Nov-2023,Protecting our Communities from Failure to Secure the Border Act,17:07,5:07 PM,218,0,1,3,6,203,0,4,0,0,0,0,0.028708133971291867,1.0
690,R,118,1st,U.S. House of Representatives,690,S J RES 32,On Passage,,,YEA-AND-NAY,Passed,1-Dec-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to âSmall Business Lending Under the Equal Credit Opportunity Act (Regulation B)â",10:47,10:47 AM,215,0,1,5,6,202,0,5,0,0,0,0,0.028846153846153848,1.0
691,R,118,1st,U.S. House of Representatives,691,H RES 878,On Agreeing to the Resolution,,,2/3 YEA-AND-NAY,Passed,1-Dec-2023,Providing for the expulsion of Representative George Santos from the United States House of Representatives,10:56,10:56 AM,105,112,0,5,206,2,2,3,0,0,0,0,0.9903846153846154,0.4838709677419355
693,R,118,1st,U.S. House of Representatives,693,H RES 906,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,5-Dec-2023,Providing for consideration of (H.R. 4468) Choice in Automobile Retail Sales Act; (H.R. 5933) DETERRENT Act; and (H.J.Res. 88) congressional disapproval relating to âImproving Income Driven Repayment for the William D. Ford Federal Direct Loan Program and the Federal Family Education Loan (FFEL) Programâ,14:19,2:19 PM,213,0,0,7,0,201,0,12,0,0,0,0,0.0,1.0
