roll_number,majority,congress,session,chamber,rollcall_num,legis_num,vote_question,amendment_num,amendment_author,vote_type,vote_result,action_date,vote_desc,action_time_etz,action_time,republican_yeas,republican_nays,republican_present,republican_not_voting,democratic_yeas,democratic_nays,democratic_present,democratic_not_voting,independent_yeas,independent_nays,independent_present,independent_not_voting,D_yea_pct,R_yea_pct
698,R,118,1st,,698,H R 5933,On Agreeing to the Amendment,5.0,Molinaro of New York Part B Amendment No. 5,RECORDED VOTE,Agreed to,6-Dec-2023,,17:01,5:01 PM,210,0,0,13,162,39,0,15,0,0,0,0,0.8059701492537313,1.0
699,R,118,1st,,699,H R 5933,On Agreeing to the Amendment,6.0,Ogles of Tennessee Part B Amendment No. 6,RECORDED VOTE,Failed,6-Dec-2023,,17:05,5:05 PM,93,117,0,13,1,203,0,12,0,0,0,0,0.004901960784313725,0.44285714285714284
700,R,118,1st,,700,H R 5933,On Agreeing to the Amendment,8.0,Scott of Virginia Part B Amendment No. 8,RECORDED VOTE,Failed,6-Dec-2023,,17:09,5:09 PM,0,212,0,11,202,1,0,13,0,0,0,0,0.9950738916256158,0.0
701,R,118,1st,U.S. House of Representatives,701,H R 5933,On Passage,,,YEA-AND-NAY,Passed,6-Dec-2023,DETERRENT Act,17:17,5:17 PM,215,0,0,5,31,170,0,12,0,0,0,0,0.15422885572139303,1.0
703,R,118,1st,U.S. House of Representatives,703,H R 4468,On Passage,,,YEA-AND-NAY,Passed,6-Dec-2023,Choice in Automobile Retail Sales Act,17:30,5:30 PM,216,0,0,4,5,197,0,11,0,0,0,0,0.024752475247524754,1.0
705,R,118,1st,U.S. House of Representatives,705,H J RES 88,On Passage,,,YEA-AND-NAY,Passed,7-Dec-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to âImproving Income Driven Repayment for the William D. Ford Federal Direct Loan Program and the Federal Family Education Loan (FFEL) Program",10:43,10:43 AM,208,0,0,12,2,189,0,22,0,0,0,0,0.010471204188481676,1.0
706,R,118,1st,U.S. House of Representatives,706,H RES 914,On Agreeing to the Resolution,,,YEA-AND-NAY,Passed,7-Dec-2023,Censuring Representative Jamaal Bowman,10:51,10:51 AM,211,0,1,8,3,191,4,15,0,0,0,0,0.015463917525773196,1.0
711,R,118,1st,U.S. House of Representatives,711,H RES 922,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,12-Dec-2023,"Providing for consideration of the bill (H.R. 1147) Whole Milk for Healthy Kids Act and providing for consideration of the bill (H.R. 357) Ensuring Accountability in Agency Rulemaking Act, and for other purposes; and for other purposes.",14:04,2:04 PM,215,0,0,5,0,207,0,6,0,0,0,0,0.0,1.0
717,R,118,1st,U.S. House of Representatives,717,H R 357,On Passage,,,RECORDED VOTE,Passed,12-Dec-2023,Ensuring Accountability in Agency Rulemaking Act,17:09,5:09 PM,215,0,0,5,3,203,0,7,0,0,0,0,0.014563106796116505,1.0
718,R,118,1st,U.S. House of Representatives,718,H R 1147,On Passage,,,YEA-AND-NAY,Passed,13-Dec-2023,Whole Milk for Healthy Kids Act,17:31,5:31 PM,218,1,0,1,112,98,0,3,0,0,0,0,0.5333333333333333,0.9954337899543378
720,R,118,1st,U.S. House of Representatives,720,H RES 918,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,13-Dec-2023,"Directing certain committees to continue their ongoing investigations as part of the existing House of Representatives inquiry into whether sufficient grounds exist for the House of Representatives to exercise its Constitutional power to impeach Joseph Biden, President of the United States of America",17:46,5:46 PM,221,0,0,0,0,212,0,1,0,0,0,0,0.0,1.0
