Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Self,--,TIMBER,Sale (Partial),06/29/2023,"$1,001 - $15,000",n/a
Self,--,TIMBER,Sale (Partial),06/30/2023,"$15,001 - $50,000",n/a
Self,--,TIMBER,Sale (Partial),06/30/2023,"$15,001 - $50,000",n/a
