Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Spouse,--,Scholar's Edge Aggressive Portfolio A,Sale (Partial),02/03/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Aggressive Portfolio A,Sale (Partial),03/16/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Today Portfolio A,Sale (Partial),03/16/2023,"$15,001 - $50,000",n/a
Spouse,--,Scholar's Edge Today Portfolio C,Sale (Partial),03/16/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Fixed Income Portfolio A,Sale (Partial),03/16/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Aggressive Portfolio A,Sale (Partial),05/02/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Today Portfolio C,Sale (Partial),05/02/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Fixed Income Portfolio A,Sale (Partial),05/02/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Today Portfolio A,Sale (Partial),05/02/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Today Portfolio C,Sale (Partial),09/20/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Aggressive Portfolio A,Sale (Partial),09/20/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Fixed Income Portfolio A,Sale (Partial),09/20/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Today Portfolio A,Sale (Partial),09/20/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Fixed Income Portfolio A,Sale (Partial),11/15/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Aggressive Portfolio A,Sale (Partial),11/15/2023,"$1,001 - $15,000",n/a
Spouse,--,Scholar's Edge Fixed Income Portfolio A,Sale (Partial),11/21/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Intl Value Port,Sale (Partial),01/06/2023,"$1,001 - $15,000",n/a
Self,--,Put VT Intl Equity,Sale (Partial),01/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Intl Opp HLS,Sale (Partial),01/06/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Grwth and Inc Port,Sale (Partial),01/06/2023,"$1,001 - $15,000",n/a
Self,--,InvescoV.I. Comstock Fund,Sale (Partial),01/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Equity-Incm,Sale (Partial),01/06/2023,"$1,001 - $15,000",n/a
Self,--,Putnam VT Small Cap Value,Purchase,01/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Main St Small Cap,Purchase,01/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Grwth,Purchase,01/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Capital App Fund,Purchase,01/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Ttl Return Bond HLS,Purchase,01/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Disciplined Eqty HLS,Purchase,01/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Disciplined Eqty HLS,Sale (Partial),04/06/2023,"$1,001 - $15,000",n/a
Self,--,Put VT Intl Equity,Sale (Partial),04/06/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Intl Value Port,Sale (Partial),04/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Capital App Fund,Sale (Partial),04/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Grwth,Sale (Partial),04/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Ttl Return Bond HLS,Sale (Partial),04/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Intl Opp HLS,Purchase,04/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Equity-Incm,Purchase,04/06/2023,"$1,001 - $15,000",n/a
Self,--,InvescoV.I. Comstock Fund,Purchase,04/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Main St Small Cap,Purchase,04/06/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Relative Value Portfolio,Purchase,04/06/2023,"$1,001 - $15,000",n/a
Self,--,Putnam VT Small Cap Value,Purchase,04/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Disciplined Eqty HLS,Sale (Partial),07/06/2023,"$1,001 - $15,000",n/a
Self,--,Putnam VT Small Cap Value,Sale (Partial),07/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Capital App Fund,Sale (Partial),07/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Grwth,Sale (Partial),07/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Main St Small Cap,Sale (Partial),07/06/2023,"$1,001 - $15,000",n/a
Self,--,InvescoV.I. Comstock Fund,Purchase,07/06/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Relative Value Portfolio,Purchase,07/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Equity-Incm,Purchase,07/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Intl Opp HLS,Purchase,07/06/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Intl Value Port,Purchase,07/06/2023,"$1,001 - $15,000",n/a
Self,--,PUT VT Intl Equity,Purchase,07/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Ttl Return Bond HLS,Purchase,07/06/2023,"$1,001 - $15,000",n/a
Self,--,Putnam VT Small Cap Value,Sale (Partial),10/06/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Relative Value Portfolio,Sale (Partial),10/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Disciplined Eqty HLS,Sale (Partial),10/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Grwth,Sale (Partial),10/06/2023,"$1,001 - $15,000",n/a
Self,--,InvescoV.I Comstock Fund,Sale (Partial),10/06/2023,"$1,001 - $15,000",n/a
Self,--,Put VT Intl Equity,Sale (Partial),10/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Capital App Fund,Sale (Partial),10/06/2023,"$1,001 - $15,000",n/a
Self,--,Fidelity VIP Equity-Incm,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Self,--,AB VPS Intl Value Port,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Ttl Return Bond HLS,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Self,--,Htfd Intl Opp HLS,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Self,--,Invesco Main St Small Cap,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Self,LBFIX,Clearbridge Select Fd I,Purchase,02/24/2023,"$1,001 - $15,000",n/a
Self,CSSPX,Cohen & Steers Global Realty Shares Inc Class I,Purchase,02/24/2023,"$1,001 - $15,000",n/a
Self,GERIX,Goldman Sachs Emerging Mkts Equity Insight Fd IN,Purchase,02/24/2023,"$1,001 - $15,000",n/a
Self,GLIFX,Lazard Global Listed Infrastructure Ptf Insti Sh,Purchase,02/24/2023,"$1,001 - $15,000",n/a
Self,FTHSX,Fuller & Thaler Behavioral Small-Cap Equity Fund,Purchase,02/27/2023,"$1,001 - $15,000",n/a
Self,BSBIX,Baird Short Term Bond Fund Institutional Class,Purchase,03/24/2023,"$1,001 - $15,000",n/a
Self,VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral,Purchase,03/24/2023,"$15,001 - $50,000",n/a
Self,DVY,iShares Select Dividend ETF,Purchase,03/27/2023,"$1,001 - $15,000",n/a
Self,LBFIX,Clearbridge Select Fd I,Purchase,04/25/2023,"$1,001 - $15,000",n/a
Self,CNSFX,Invesco Convertible Securities Fund Cl R6,Purchase,04/25/2023,"$1,001 - $15,000",n/a
Self,VWILX,Vanguard International Growth Fund Admiral Share,Purchase,04/25/2023,"$1,001 - $15,000",n/a
Self,BIOIX,Baron Opportunity Fund Inst Shs,Purchase,05/26/2023,"$1,001 - $15,000",n/a
Self,GOBIX,Brandywineglobal - Global Opportunities Bond Fun,Purchase,05/26/2023,"$1,001 - $15,000",n/a
Self,OANMX,Oakmark Fund Institutional Class,Purchase,05/26/2023,"$15,001 - $50,000",n/a
Self,BIOIX,Baron Opportunity Fund Inst Shs,Purchase,06/23/2023,"$1,001 - $15,000",n/a
Self,FSGGX,Fidelity Global Ex U.S. Index Fund,Purchase,06/23/2023,"$1,001 - $15,000",n/a
Self,RPIFX,T. Rowe Price Institutional Floating Rate Fund,Purchase,06/23/2023,"$1,001 - $15,000",n/a
Self,DVY,iShares Select Dividend ETF,Purchase,06/26/2023,"$1,001 - $15,000",n/a
Self,FSGGX,Fidelity Global Ex U.S. Index Fund,Purchase,07/25/2023,"$1,001 - $15,000",n/a
Self,JSOSX,Jpmorgan Strategic Income Opportunities Fund I C,Purchase,07/25/2023,"$1,001 - $15,000",n/a
Self,DVY,iShares Select Dividend ETF,Purchase,07/26/2023,"$1,001 - $15,000",n/a
Child,BSBIX,Baird Short Term Bond Fund Institutional Class,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,BIOIX,Baron Opportunity Fund Inst Shs,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,CSSPX,Cohen & Steers Global Realty Shares Inc Class I,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,FSGGX,Fidelity Global Ex U.S. Index Fund,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,GERIX,Goldman Sachs Emerging Mkts Equity Insight Fd IN,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,CNSFX,Invesco Convertible Securities Fund Cl R6,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,JSOSX,Jpmorgan Strategic Income Opportunities Fund I C,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,GLIFX,Lazard Global Listed Infrastructure Ptf Insti Sh,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,OANMX,Oakmark Fund Institutional Class,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,RPIFX,T. Rowe Price Institutional Floating Rate Fund,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,VWILX,Vanguard International Growth Fund Admiral Share,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,DVY,iShares Select Dividend ETF,Purchase,01/31/2023,"$1,001 - $15,000",n/a
Child,GQGIX,Gqg Partners Emerging Markets Equity Fund Instit,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,GIBIX,Guggenheim Total Return Bond Fund- Institutional,Purchase,01/27/2023,"$1,001 - $15,000",n/a
Child,TSCGX,Thrivent Small Cap Growth Fund,Sale (Partial),01/27/2023,"$1,001 - $15,000",n/a
Child,DGRO,iShares Core Dividend Growth ETF,Purchase,01/30/2023,"$1,001 - $15,000",n/a
Child,AUNYX,Ab Bond Fund Inc. - Ab Municipal Bond Inflation,Sale (Full),03/14/2023,"$15,001 - $50,000",n/a
Child,MAWIX,Blackrock Strategic Global Bond Fund Inc. - Ins,Sale (Partial),03/14/2023,"$1,001 - $15,000",n/a
Child,MAMTX,Blackrock Strategic Municipal Opportunities Fund,Sale (Full),03/14/2023,"$15,001 - $50,000",n/a
Child,GSDUX,Goldman Sachs Short Duration Tax Free Fund Insti,Purchase,03/14/2023,"$1,001 - $15,000",n/a
Child,PLSRX,Pacific Funds Strategic Income - Class I,Purchase,03/14/2023,"$1,001 - $15,000",n/a
Child,TFEBX,The Tax-Exempt Bond Fund of America - Class F-3,Purchase,03/14/2023,"$15,001 - $50,000",n/a
Child,LAHYX,Lord Abbett Investment Trust High Yield Fund Cla,Purchase,03/15/2023,"$1,001 - $15,000",n/a
Child,IYMIX,Delaware Ivy Mid Cap Growth Fund Class I,Purchase,04/13/2023,"$1,001 - $15,000",n/a
Child,RAIIX,Rainier International Discovery Series - Class I,Purchase,04/13/2023,"$1,001 - $15,000",n/a
Child,VGISX,Virtus Duff & Phelps Global Real Estate Securiti,Purchase,04/13/2023,"$1,001 - $15,000",n/a
Child,IXUS,Total Intl Stock Ishares Core MSCI ETF,Purchase,04/14/2023,"$1,001 - $15,000",n/a
Child,PLSRX,Pacific Funds Strategic Income - Class I,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,BSBIX,Baird Short Term Bond Fund Institutional Class,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,FIWDX,Fidelity Advisor Strategic Income Fund,Sale (Full),05/15/2023,"$1,001 - $15,000",n/a
Child,GSDUX,Goldman Sachs Short Duration Tax Free Fund Insti,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,GIBIX,Guggenheim Total Return Bond Fund- Institutional,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,JENIX,Jensen Quality Growth Fund Cl I,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,LAHYX,Lord Abbett Investment Trust High Yield Fund Cla,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,TFEBX,The Tax-Exempt Bond Fund of America - Class F-3,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,TSCSX,Thrivent Small Cap Stock Fund Class S,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,VWUAX,Vanguard  U.S. Growth Fund Admiral Shares,Purchase,05/15/2023,"$1,001 - $15,000",n/a
Child,IXUS,Total Intl Stock Ishares Core MSCI ETF,Purchase,05/16/2023,"$1,001 - $15,000",n/a
Child,DGRO,iShares Core Dividend Growth ETF,Purchase,05/16/2023,"$1,001 - $15,000",n/a
Child,BSBIX,Baird Short Term Bond Fund Institutional Class,Sale (Full),06/23/2023,"$1,001 - $15,000",n/a
Child,MAWIX,Blackrock Strategic Global Bond Fund Inc. - Ins,Purchase,06/26/2023,"$1,001 - $15,000",n/a
Child,RGERX,Columbia Select Global Equity Fund Class I2,Purchase,09/06/2023,"$1,001 - $15,000",n/a
Child,GSDUX,Goldman Sachs Short Duration Tax Free Fund Insti,Purchase,09/06/2023,"$1,001 - $15,000",n/a
Child,TFEBX,The Tax-Exempt Bond Fund of America - Class F-3,Purchase,09/06/2023,"$1,001 - $15,000",n/a
Child,VGISX,Virtus Duff & Phelps Global Real Estate Securiti,Purchase,09/06/2023,"$1,001 - $15,000",n/a
Child,IYMIX,Delaware Ivy Mid Cap Growth Fund Class I,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Child,GQGIX,Gqg Partners Emerging Markets Equity Fund Instit,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Child,GIBIX,Guggenheim Total Return Bond Fund- Institutional,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Child,RAIIX,Rainier International Discovery Series - Class I,Purchase,10/06/2023,"$1,001 - $15,000",n/a
Child,JENIX,Jensen Quality Growth Fund Cl I,Purchase,11/08/2023,"$1,001 - $15,000",n/a
Child,VWUAX,Vanguard  U.S. Growth Fund Admiral Shares,Purchase,11/08/2023,"$1,001 - $15,000",n/a
Child,IXUS,Total Intl Stock Ishares Core MSCI ETF,Purchase,11/09/2023,"$1,001 - $15,000",n/a
Child,DGRO,iShares Core Dividend Growth ETF,Purchase,11/09/2023,"$1,001 - $15,000",n/a
Child,HIGFX,American High-Income Trust - Class F-3,Purchase,12/05/2023,"$1,001 - $15,000",n/a
Child,PLSRX,Pacific Funds Strategic Income - Class I,Purchase,12/05/2023,"$1,001 - $15,000",n/a
Child,TSCSX,Thrivent Small Cap Stock Fund Class S,Purchase,12/05/2023,"$1,001 - $15,000",n/a
Child,IYMIX,Delaware Ivy Mid Cap Growth Fund Class I,Purchase,12/07/2023,"$1,001 - $15,000",n/a
Child,DGRO,iShares Core Dividend Growth ETF,Purchase,12/08/2023,"$1,001 - $15,000",n/a
Child,PSTCX,Virtus Newfleet Multi-Sector Short Term Bond Fun,Sale (Partial),07/12/2023,"$1,001 - $15,000",n/a
Child,RGERX,Columbia Select Global Equity Fund Class I2,Purchase,07/12/2023,"$1,001 - $15,000",n/a
Child,TSCSX,Thrivent Small Cap Stock Fund Class S,Purchase,07/12/2023,"$1,001 - $15,000",n/a
Child,VWUAX,Vanguard  U.S. Growth Fund Admiral Shares,Purchase,07/12/2023,"$15,001 - $50,000",n/a
Child,IYMIX,Delaware Ivy Mid Cap Growth Fund Class I,Purchase,08/11/2023,"$1,001 - $15,000",n/a
Child,GSDUX,Goldman Sachs Short Duration Tax Free Fund Insti,Purchase,08/11/2023,"$1,001 - $15,000",n/a
Child,GQGIX,Gqg Partners Emerging Markets Equity Fund Instit,Purchase,08/11/2023,"$1,001 - $15,000",n/a
Child,VGISX,Virtus Duff & Phelps Global Real Estate Securiti,Purchase,08/11/2023,"$1,001 - $15,000",n/a
Child,PSTCX,Virtus Newfleet Multi-Sector Short Term Bond Fun,Sale (Partial),08/11/2023,"$1,001 - $15,000",n/a
Child,PLSRX,Pacific Funds Strategic Income - Class I,Purchase,09/11/2023,"$1,001 - $15,000",n/a
Child,RAIIX,Rainier International Discovery Series - Class I,Purchase,09/11/2023,"$1,001 - $15,000",n/a
Child,TFEBX,The Tax-Exempt Bond Fund of America - Class F-3,Purchase,09/11/2023,"$15,001 - $50,000",n/a
Child,PSTCX,Virtus Newfleet Multi-Sector Short Term Bond Fun,Sale (Full),09/11/2023,"$15,001 - $50,000",n/a
Child,IXUS,iShares Core MSCI Total International Stock ETF,Purchase,09/12/2023,"$1,001 - $15,000",n/a
Child,JENIX,Jensen Quality Growth Fund Cl I,Purchase,10/11/2023,"$15,001 - $50,000",n/a
Child,LAHYX,Lord Abbett Investment Trust High Yield Fund Cla,Purchase,10/11/2023,"$1,001 - $15,000",n/a
Child,MAWIX,Blackrock Strategic Global Bond Fund Inc. - Ins,Purchase,11/13/2023,"$1,001 - $15,000",n/a
Child,IYMIX,Delaware Ivy Mid Cap Growth Fund Class I,Purchase,11/13/2023,"$1,001 - $15,000",n/a
Child,RAIIX,Rainier International Discovery Series - Class I,Purchase,11/13/2023,"$1,001 - $15,000",n/a
Child,IXUS,Total Intl Stock Ishares Core MSCI ETF,Purchase,11/14/2023,"$1,001 - $15,000",n/a
Child,DGRO,iShares Core Dividend Growth ETF,Purchase,11/14/2023,"$1,001 - $15,000",n/a
Child,GIBIX,Guggenheim Total Return Bond Fund- Institutional,Purchase,12/11/2023,"$1,001 - $15,000",n/a
Child,DGRO,iShares Core Dividend Growth ETF,Purchase,12/12/2023,"$1,001 - $15,000",n/a
Child,AUNYX,Ab Bond Fund Inc. - Ab Municipal Bond Inflation,Sale (Full),03/14/2023,"$1,001 - $15,000",n/a
Child,MAMTX,Blackrock Strategic Municipal Opportunities Fund,Sale (Full),03/14/2023,"$1,001 - $15,000",n/a
Child,FIWDX,Fidelity Advisor Strategic Income Fund Class Z,Sale (Full),03/14/2023,"$1,001 - $15,000",n/a
Child,TSCSX,Thrivent Small Cap Stock Fund Class S,Sale (Partial),03/14/2023,"$1,001 - $15,000",n/a
Child,GSDUX,Goldman Sachs Short Duration Tax Free Fund Insti,Purchase,03/14/2023,"$1,001 - $15,000",n/a
Child,PLSRX,Pacific Funds Strategic Income - Class I,Purchase,03/14/2023,"$1,001 - $15,000",n/a
Child,TFEBX,The Tax-Exempt Bond Fund of America - Class F-3,Purchase,03/14/2023,"$1,001 - $15,000",n/a
Child,VGISX,Virtus Duff & Phelps Global Real Estate Securiti,Purchase,03/14/2023,"$1,001 - $15,000",n/a
Child,DGRO,iShares Core Dividend Growth ETF,Purchase,03/14/2023,"$1,001 - $15,000",n/a
Child,HIGFX,American High-Income Trust - Class F-3,Purchase,12/28/2023,"$1,001 - $15,000",n/a
Self,BSBIX,Baird Short Term Bond Fund Institutional Class,Purchase,02/17/2023,"$1,001 - $15,000",n/a
Self,FTHSX,Fuller & Thaler Behavioral Small-Cap Equity Fund,Sale (Partial),02/17/2023,"$1,001 - $15,000",n/a
Self,PIMSX,Virtus Newfleet Multi-Sector Short Term Bond Fun,Sale (Full),02/17/2023,"$1,001 - $15,000",n/a
Self,VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral,Purchase,02/17/2023,"$1,001 - $15,000",n/a
Self,FSGGX,Fidelity Global Ex U.S. Index Fund,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,CNSFX,Invesco Convertible Securities Fund Cl R6,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,BIOIX,Baron Opportunity Fund Inst Shs,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,FTHSX,Fuller & Thaler Behavioral Small-Cap Equity Fund,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,CSSPX,Cohen & Steers Global Realty Shares Inc Class I,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,GERIX,Goldman Sachs Emerging Mkts Equity Insight Fd IN,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,OANMX,Oakmark Fund Institutional Class,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,GLIFX,Lazard Global Listed Infrastructure Ptf Insti Sh,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,LBFIX,Clearbridge Select Fd I,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,VWILX,Vanguard International Growth Fund Admiral Share,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,BSBIX,Baird Short Term Bond Fund Institutional Class,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,JSOSX,Jpmorgan Strategic Income Opportunities Fund I C,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,GOBIX,Brandywineglobal - Global Opportunities Bond Fun,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,RPIFX,T. Rowe Price Institutional Floating Rate Fund,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral,Sale (Full),05/02/2023,"$1,001 - $15,000",n/a
Self,DVY,iShares Select Dividend ETF,Sale (Full),05/03/2023,"$1,001 - $15,000",n/a
Spouse,--,Putnam 529 Age-Based GRAD-C,Sale (Partial),03/31/2023,"$15,001 - $50,000",n/a
Spouse,--,Putnam 529 Age-Based GRAD-A,Sale (Partial),09/28/2023,"$1,001 - $15,000",n/a
