Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Self,TIP,iShares TIPS Bond ETF,Purchase,09/26/2023,"$1,001 - $15,000",n/a
Self,VUG,Vanguard Growth ETF,Purchase,09/26/2023,"$1,001 - $15,000",n/a
Self,TIP,iShares TIPS Bond ETF,Purchase,08/08/2023,"$1,001 - $15,000",n/a
Self,VUG,Vanguard Growth ETF,Purchase,08/08/2023,"$1,001 - $15,000",n/a
Self,VBK,Vanguard Small-Cap Growth ETF,Purchase,08/08/2023,"$1,001 - $15,000",n/a
Self,VNQ,Vanguard Real Estate ETF,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Self,IYF,iShares U.S. Financial ETF,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Self,IXC,iShares Global Energy ETF,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Self,AMLP,Alerian MLP ETF,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Self,BND,Vanguard Total Bond Market ETF,Purchase,02/13/2023,"$1,001 - $15,000",n/a
Self,VBR,Vanguard Small-Cap Value ETF,Purchase,02/13/2023,"$1,001 - $15,000",n/a
Spouse,VTV,Vanguard Value ETF,Purchase,12/28/2023,"$1,001 - $15,000",n/a
Spouse,VTV,Vanguard Value ETF,Purchase,12/27/2023,"$1,001 - $15,000",n/a
Spouse,VTV,Vanguard Value ETF,Purchase,09/27/2023,"$1,001 - $15,000",n/a
Spouse,VTV,Vanguard Value ETF,Purchase,09/26/2023,"$1,001 - $15,000",n/a
Spouse,VUG,Vanguard Growth ETF,Purchase,09/26/2023,"$15,001 - $50,000",n/a
Spouse,TIP,iShares TIPS Bond ETF,Purchase,09/26/2023,"$15,001 - $50,000",n/a
Spouse,YYY,Amplify High Income ETF,Purchase,08/08/2023,"$1,001 - $15,000",n/a
Spouse,QQQ,Invesco QQQ Trust; Series 1,Purchase,08/08/2023,"$15,001 - $50,000",n/a
Spouse,JNK,SPDR Bloomberg Barclays High Yield Bond ETF,Purchase,08/08/2023,"$1,001 - $15,000",n/a
Spouse,TIP,iShares TIPS Bond ETF,Purchase,08/08/2023,"$15,001 - $50,000",n/a
Spouse,SLVP,iShares MSCI Global Silver Miners Fund,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Spouse,BND,Vanguard Total Bond Market ETF,Purchase,08/08/2023,"$1,001 - $15,000",n/a
Spouse,VUG,Vanguard Growth ETF,Purchase,08/08/2023,"$15,001 - $50,000",n/a
Spouse,VBK,Vanguard Small-Cap Growth ETF,Purchase,08/08/2023,"$15,001 - $50,000",n/a
Spouse,XLV,SPDR Select Sector Fund - Health Care,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Spouse,VNQ,Vanguard Real Estate ETF,Sale (Full),08/08/2023,"$15,001 - $50,000",n/a
Spouse,RING,iShares MSCI Global Gold Miners ETF,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Spouse,IYF,iShares U.S. Financial ETF,Sale (Full),08/08/2023,"$15,001 - $50,000",n/a
Spouse,IYE,iShares U.S. Energy ETF,Sale (Full),08/08/2023,"$15,001 - $50,000",n/a
Spouse,FHLC,Fidelity MSCI Health Care Index ETF,Sale (Full),08/08/2023,"$1,001 - $15,000",n/a
Spouse,AMLP,Alerian MLP ETF,Sale (Full),08/08/2023,"$15,001 - $50,000",n/a
Spouse,VTV,Vanguard Value ETF,Purchase,06/29/2023,"$1,001 - $15,000",n/a
Spouse,VTV,Vanguard Value ETF,Purchase,06/28/2023,"$1,001 - $15,000",n/a
Spouse,AWF,Alliancebernstein Global High Income Fund,Purchase,04/19/2023,"$1,001 - $15,000",n/a
