Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Self,YACKX,Amg Yacktman Fund - Class I,Sale (Partial),01/31/2023,"$1,001 - $15,000",n/a
Self,YACKX,Amg Yacktman Fund - Class I,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,YACKX,Amg Yacktman Fund - Class I,Sale (Partial),08/30/2023,"$1,001 - $15,000",n/a
Self,GBLFX,American Funds Global Balanced Fd Cl F-2,Sale (Partial),01/31/2023,"$1,001 - $15,000",n/a
Self,GBLFX,American Funds Global Balanced Fd Cl F-2,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,GBLFX,American Funds Global Balanced Fd Cl F-2,Sale (Partial),12/26/2023,"$1,001 - $15,000",n/a
Self,SGIIX,First Eagle Global Fund Class I,Sale (Partial),01/31/2023,"$1,001 - $15,000",n/a
Self,SGIIX,First Eagle Global Fund Class I,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),01/03/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),01/27/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),01/31/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),03/29/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),03/30/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,ODVYX,Invesco Developing Markets Fund Class Y,Sale (Partial),08/30/2023,"$1,001 - $15,000",n/a
Self,JBALX,Janus Henderson Balanced Fund - I Shares,Sale (Partial),01/31/2023,"$1,001 - $15,000",n/a
Self,JBALX,Janus Henderson Balanced Fund - I Shares,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,JBALX,Janus Henderson Balanced Fund - I Shares,Sale (Partial),09/27/2023,"$1,001 - $15,000",n/a
Self,PRWCX,T. Rowe Price Capital Appreciation Fund,Sale (Partial),01/27/2023,"$1,001 - $15,000",n/a
Self,PRWCX,T. Rowe Price Capital Appreciation Fund,Sale (Partial),01/27/2023,"$1,001 - $15,000",n/a
Self,PRWCX,T. Rowe Price Capital Appreciation Fund,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,PRWCX,T. Rowe Price Capital Appreciation Fund,Sale (Partial),10/27/2023,"$1,001 - $15,000",n/a
Self,PRWCX,T. Rowe Price Capital Appreciation Fund,Sale (Partial),11/27/2023,"$1,001 - $15,000",n/a
Self,VWIAX,Vanguard Wellesley Income Fund Admiral Shares,Sale (Partial),01/03/2023,"$1,001 - $15,000",n/a
Self,VWIAX,Vanguard Wellesley Income Fund Admiral Shares,Sale (Partial),01/31/2023,"$1,001 - $15,000",n/a
Self,VB,Vanguard Small-Cap ETF,Sale (Partial),01/31/2023,"$1,001 - $15,000",n/a
Self,VB,Vanguard Small-Cap ETF,Sale (Partial),06/01/2023,"$1,001 - $15,000",n/a
Self,VB,Vanguard Small-Cap ETF,Sale (Full),08/29/2023,"$1,001 - $15,000",n/a
