Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Spouse,FFFEX,Fidelity Freedom 2030 Fund,Sale (Partial),11/22/2023,"$50,001 - $100,000",n/a
Spouse,PQIAX,Principal Fds Inc. Equity Income Fd Cl A,Sale (Partial),11/29/2023,"$1,001 - $15,000",n/a
Self,PQIAX,Principal Fds Inc. Equity Income Fd Cl A,Sale (Partial),11/29/2023,"$1,001 - $15,000",n/a
