Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Joint,SPY,SPDR S&P 500,Sale (Partial),04/21/2023,"$1,000,001 - $5,000,000",n/a
Joint,VTI,Vanguard Total Stock Market ETF,Purchase,04/21/2023,"$1,000,001 - $5,000,000",n/a
