Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Self,--,OILK - K-1 Free Crude Oil Strategy ETF,Sale (Full),02/21/2023,"$50,001 - $100,000",n/a
Self,--,SPY - SPDR S&P 500,Purchase,10/03/2023,"$50,001 - $100,000",n/a
