roll_number,member_full,first_name,last_name,party,state,lis_member_id,vote_cast
103,Crapo (R-ID),Mike,Crapo,R,ID,S266,Nay
103,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
103,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
103,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
103,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
103,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
103,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Not Voting
103,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
103,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
103,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
103,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
103,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Nay
103,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
103,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
103,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
103,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
103,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
103,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
103,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
103,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Nay
103,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
103,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
103,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
103,Kennedy (R-LA),John,Kennedy,R,LA,S389,Nay
103,King (I-ME),Angus,King,I,ME,S363,Yea
103,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
103,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
103,Lee (R-UT),Mike,Lee,R,UT,S346,Nay
103,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
103,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Nay
103,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
103,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
103,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
103,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Yea
103,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
103,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
103,Moran (R-KS),Jerry,Moran,R,KS,S347,Nay
103,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
103,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Yea
103,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
103,Murray (D-WA),Patty,Murray,D,WA,S229,Yea
103,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
103,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
103,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
103,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
103,Reed (D-RI),John,Reed,D,RI,S259,Yea
103,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Nay
103,Risch (R-ID),James,Risch,R,ID,S323,Nay
103,Romney (R-UT),Mitt,Romney,R,UT,S401,Nay
103,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
103,Rounds (R-SD),Mike,Rounds,R,SD,S381,Yea
103,Rubio (R-FL),Marco,Rubio,R,FL,S350,Yea
103,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
103,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
103,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
103,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
103,Scott (R-FL),Rick,Scott,R,FL,S404,Nay
103,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
103,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
103,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
103,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
103,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
103,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Nay
103,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
103,Thune (R-SD),John,Thune,R,SD,S303,Nay
103,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Yea
103,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Nay
103,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
103,Vance (R-OH),J.,Vance,R,OH,S421,Nay
103,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
103,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
103,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
103,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
103,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Yea
103,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
103,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
103,Young (R-IN),Todd,Young,R,IN,S391,Nay
104,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
104,Barrasso (R-WY),John,Barrasso,R,WY,S317,Nay
104,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
104,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
104,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
104,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
104,Boozman (R-AR),John,Boozman,R,AR,S343,Yea
104,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
104,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
104,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
104,Budd (R-NC),Ted,Budd,R,NC,S417,Yea
104,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
104,Capito (R-WV),Shelley,Capito,R,WV,S372,Nay
104,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
104,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
104,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
104,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
104,Collins (R-ME),Susan,Collins,R,ME,S252,Yea
104,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
104,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
104,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
104,Cotton (R-AR),Tom,Cotton,R,AR,S374,Yea
104,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
104,Crapo (R-ID),Mike,Crapo,R,ID,S266,Nay
104,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
104,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
104,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
104,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
104,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
104,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Not Voting
104,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
104,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
104,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
104,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
104,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Yea
104,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
104,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
104,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
104,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
104,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
104,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
104,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
104,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Nay
104,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
104,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
104,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
104,Kennedy (R-LA),John,Kennedy,R,LA,S389,Yea
104,King (I-ME),Angus,King,I,ME,S363,Yea
104,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
104,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
104,Lee (R-UT),Mike,Lee,R,UT,S346,Yea
104,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
104,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Nay
104,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
104,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
104,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
104,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Yea
104,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
104,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
104,Moran (R-KS),Jerry,Moran,R,KS,S347,Yea
104,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
104,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Yea
104,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
104,Murray (D-WA),Patty,Murray,D,WA,S229,Yea
104,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
104,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
104,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
104,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
104,Reed (D-RI),John,Reed,D,RI,S259,Yea
104,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Nay
104,Risch (R-ID),James,Risch,R,ID,S323,Nay
104,Romney (R-UT),Mitt,Romney,R,UT,S401,Yea
104,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
104,Rounds (R-SD),Mike,Rounds,R,SD,S381,Yea
104,Rubio (R-FL),Marco,Rubio,R,FL,S350,Nay
104,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
104,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
104,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
104,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
104,Scott (R-FL),Rick,Scott,R,FL,S404,Nay
104,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
104,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
104,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
104,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
104,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
104,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Nay
104,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
104,Thune (R-SD),John,Thune,R,SD,S303,Nay
104,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Yea
104,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Nay
104,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
104,Vance (R-OH),J.,Vance,R,OH,S421,Nay
104,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
104,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
104,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
104,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
104,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Yea
104,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
104,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
104,Young (R-IN),Todd,Young,R,IN,S391,Yea
105,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
105,Barrasso (R-WY),John,Barrasso,R,WY,S317,Nay
105,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
105,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
105,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
105,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
105,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
105,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
105,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
105,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
105,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
105,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
105,Capito (R-WV),Shelley,Capito,R,WV,S372,Nay
105,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
105,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
105,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
105,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
105,Collins (R-ME),Susan,Collins,R,ME,S252,Yea
105,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
105,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
105,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
105,Cotton (R-AR),Tom,Cotton,R,AR,S374,Nay
105,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
105,Crapo (R-ID),Mike,Crapo,R,ID,S266,Nay
105,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
105,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
105,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
105,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
105,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
105,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Not Voting
105,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
105,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
105,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
105,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
105,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Nay
105,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
105,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
105,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
105,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
105,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
105,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
105,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
105,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Nay
105,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
105,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
105,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
105,Kennedy (R-LA),John,Kennedy,R,LA,S389,Nay
105,King (I-ME),Angus,King,I,ME,S363,Yea
105,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
105,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
105,Lee (R-UT),Mike,Lee,R,UT,S346,Nay
105,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
105,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Nay
105,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
105,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
105,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
105,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Yea
105,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
105,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
105,Moran (R-KS),Jerry,Moran,R,KS,S347,Nay
105,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
105,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Yea
105,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
105,Murray (D-WA),Patty,Murray,D,WA,S229,Yea
105,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
105,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
105,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
105,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
105,Reed (D-RI),John,Reed,D,RI,S259,Yea
105,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Nay
105,Risch (R-ID),James,Risch,R,ID,S323,Nay
105,Romney (R-UT),Mitt,Romney,R,UT,S401,Nay
105,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
105,Rounds (R-SD),Mike,Rounds,R,SD,S381,Yea
105,Rubio (R-FL),Marco,Rubio,R,FL,S350,Yea
105,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
105,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
105,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
105,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
105,Scott (R-FL),Rick,Scott,R,FL,S404,Nay
105,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
105,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
105,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
105,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
105,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
105,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Nay
105,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
105,Thune (R-SD),John,Thune,R,SD,S303,Nay
105,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Yea
105,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Nay
105,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
105,Vance (R-OH),J.,Vance,R,OH,S421,Nay
105,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
105,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
105,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
105,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
105,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Yea
105,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
105,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
105,Young (R-IN),Todd,Young,R,IN,S391,Nay
106,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
106,Barrasso (R-WY),John,Barrasso,R,WY,S317,Nay
106,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
106,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
106,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
106,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
106,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
106,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
106,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
106,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
106,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
106,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
106,Capito (R-WV),Shelley,Capito,R,WV,S372,Nay
106,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
106,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
106,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
106,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
106,Collins (R-ME),Susan,Collins,R,ME,S252,Nay
106,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
106,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
106,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
106,Cotton (R-AR),Tom,Cotton,R,AR,S374,Nay
106,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
106,Crapo (R-ID),Mike,Crapo,R,ID,S266,Nay
106,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
106,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
106,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
106,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
106,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
106,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Not Voting
106,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
106,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
106,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
106,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
106,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Nay
106,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
106,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
106,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
106,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
106,Hickenlooper (D-CO),John,Hickenlooper,D,CO,S408,Yea
106,Hirono (D-HI),Mazie,Hirono,D,HI,S361,Yea
106,Hoeven (R-ND),John,Hoeven,R,ND,S344,Nay
106,Hyde-Smith (R-MS),Cindy,Hyde-Smith,R,MS,S395,Nay
106,Johnson (R-WI),Ron,Johnson,R,WI,S345,Nay
106,Kaine (D-VA),Timothy,Kaine,D,VA,S362,Yea
106,Kelly (D-AZ),Mark,Kelly,D,AZ,S406,Yea
106,Kennedy (R-LA),John,Kennedy,R,LA,S389,Nay
106,King (I-ME),Angus,King,I,ME,S363,Yea
106,Klobuchar (D-MN),Amy,Klobuchar,D,MN,S311,Yea
106,Lankford (R-OK),James,Lankford,R,OK,S378,Nay
106,Lee (R-UT),Mike,Lee,R,UT,S346,Nay
106,Lujan (D-NM),Ben,Lujan,D,NM,S409,Yea
106,Lummis (R-WY),Cynthia,Lummis,R,WY,S410,Nay
106,Manchin (D-WV),Joseph,Manchin,D,WV,S338,Yea
106,Markey (D-MA),Edward,Markey,D,MA,S369,Yea
106,Marshall (R-KS),Roger,Marshall,R,KS,S411,Nay
106,McConnell (R-KY),Mitch,McConnell,R,KY,S174,Nay
106,Menendez (D-NJ),Robert,Menendez,D,NJ,S306,Yea
106,Merkley (D-OR),Jeff,Merkley,D,OR,S322,Yea
106,Moran (R-KS),Jerry,Moran,R,KS,S347,Nay
106,Mullin (R-OK),Markwayne,Mullin,R,OK,S419,Nay
106,Murkowski (R-AK),Lisa,Murkowski,R,AK,S288,Nay
106,Murphy (D-CT),Christopher,Murphy,D,CT,S364,Yea
106,Murray (D-WA),Patty,Murray,D,WA,S229,Yea
106,Ossoff (D-GA),Jon,Ossoff,D,GA,S414,Yea
106,Padilla (D-CA),Alex,Padilla,D,CA,S413,Yea
106,Paul (R-KY),Rand,Paul,R,KY,S348,Nay
106,Peters (D-MI),Gary,Peters,D,MI,S380,Yea
106,Reed (D-RI),John,Reed,D,RI,S259,Yea
106,Ricketts (R-NE),Pete,Ricketts,R,NE,S423,Nay
106,Risch (R-ID),James,Risch,R,ID,S323,Nay
106,Romney (R-UT),Mitt,Romney,R,UT,S401,Nay
106,Rosen (D-NV),Jacklyn,Rosen,D,NV,S402,Yea
106,Rounds (R-SD),Mike,Rounds,R,SD,S381,Nay
106,Rubio (R-FL),Marco,Rubio,R,FL,S350,Nay
106,Sanders (I-VT),Bernard,Sanders,I,VT,S313,Yea
106,Schatz (D-HI),Brian,Schatz,D,HI,S353,Yea
106,Schmitt (R-MO),Eric,Schmitt,R,MO,S420,Nay
106,Schumer (D-NY),Charles,Schumer,D,NY,S270,Yea
106,Scott (R-FL),Rick,Scott,R,FL,S404,Nay
106,Scott (R-SC),Tim,Scott,R,SC,S365,Nay
106,Shaheen (D-NH),Jeanne,Shaheen,D,NH,S324,Yea
106,Sinema (I-AZ),Kyrsten,Sinema,I,AZ,S403,Yea
106,Smith (D-MN),Tina,Smith,D,MN,S394,Yea
106,Stabenow (D-MI),Debbie,Stabenow,D,MI,S284,Yea
106,Sullivan (R-AK),Dan,Sullivan,R,AK,S383,Nay
106,Tester (D-MT),Jon,Tester,D,MT,S314,Yea
106,Thune (R-SD),John,Thune,R,SD,S303,Nay
106,Tillis (R-NC),Thomas,Tillis,R,NC,S384,Nay
106,Tuberville (R-AL),Tommy,Tuberville,R,AL,S412,Nay
106,Van Hollen (D-MD),Chris,Van Hollen,D,MD,S390,Yea
106,Vance (R-OH),J.,Vance,R,OH,S421,Nay
106,Warner (D-VA),Mark,Warner,D,VA,S327,Yea
106,Warnock (D-GA),Raphael,Warnock,D,GA,S415,Yea
106,Warren (D-MA),Elizabeth,Warren,D,MA,S366,Yea
106,Welch (D-VT),Peter,Welch,D,VT,S422,Yea
106,Whitehouse (D-RI),Sheldon,Whitehouse,D,RI,S316,Yea
106,Wicker (R-MS),Roger,Wicker,R,MS,S318,Nay
106,Wyden (D-OR),Ron,Wyden,D,OR,S247,Yea
106,Young (R-IN),Todd,Young,R,IN,S391,Nay
107,Baldwin (D-WI),Tammy,Baldwin,D,WI,S354,Yea
107,Barrasso (R-WY),John,Barrasso,R,WY,S317,Nay
107,Bennet (D-CO),Michael,Bennet,D,CO,S330,Yea
107,Blackburn (R-TN),Marsha,Blackburn,R,TN,S396,Nay
107,Blumenthal (D-CT),Richard,Blumenthal,D,CT,S341,Yea
107,Booker (D-NJ),Cory,Booker,D,NJ,S370,Yea
107,Boozman (R-AR),John,Boozman,R,AR,S343,Nay
107,Braun (R-IN),Mike,Braun,R,IN,S397,Nay
107,Britt (R-AL),Katie,Britt,R,AL,S416,Nay
107,Brown (D-OH),Sherrod,Brown,D,OH,S307,Yea
107,Budd (R-NC),Ted,Budd,R,NC,S417,Nay
107,Cantwell (D-WA),Maria,Cantwell,D,WA,S275,Yea
107,Capito (R-WV),Shelley,Capito,R,WV,S372,Nay
107,Cardin (D-MD),Ben,Cardin,D,MD,S308,Yea
107,Carper (D-DE),Thomas,Carper,D,DE,S277,Yea
107,Casey (D-PA),Bob,Casey,D,PA,S309,Yea
107,Cassidy (R-LA),Bill,Cassidy,R,LA,S373,Nay
107,Collins (R-ME),Susan,Collins,R,ME,S252,Nay
107,Coons (D-DE),Christopher,Coons,D,DE,S337,Yea
107,Cornyn (R-TX),John,Cornyn,R,TX,S287,Nay
107,Cortez Masto (D-NV),Catherine,Cortez Masto,D,NV,S385,Yea
107,Cotton (R-AR),Tom,Cotton,R,AR,S374,Nay
107,Cramer (R-ND),Kevin,Cramer,R,ND,S398,Nay
107,Crapo (R-ID),Mike,Crapo,R,ID,S266,Nay
107,Cruz (R-TX),Ted,Cruz,R,TX,S355,Nay
107,Daines (R-MT),Steve,Daines,R,MT,S375,Nay
107,Duckworth (D-IL),Tammy,Duckworth,D,IL,S386,Yea
107,Durbin (D-IL),Richard,Durbin,D,IL,S253,Yea
107,Ernst (R-IA),Joni,Ernst,R,IA,S376,Nay
107,Feinstein (D-CA),Dianne,Feinstein,D,CA,S221,Not Voting
107,Fetterman (D-PA),John,Fetterman,D,PA,S418,Yea
107,Fischer (R-NE),Deb,Fischer,R,NE,S357,Nay
107,Gillibrand (D-NY),Kirsten,Gillibrand,D,NY,S331,Yea
107,Graham (R-SC),Lindsey,Graham,R,SC,S293,Yea
107,Grassley (R-IA),Chuck,Grassley,R,IA,S153,Nay
107,Hagerty (R-TN),Bill,Hagerty,R,TN,S407,Nay
107,Hassan (D-NH),Maggie,Hassan,D,NH,S388,Yea
107,Hawley (R-MO),Josh,Hawley,R,MO,S399,Nay
107,Heinrich (D-NM),Martin,Heinrich,D,NM,S359,Yea
