Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount
Self,WBFFX,Capital World Bond Fund  Cl F-1 Shares,Sale (Full),01/18/2023,"$1,001 - $15,000"
Self,DODFX,Dodge & Cox International Stock Fund,Sale (Full),01/18/2023,"$15,001 - $50,000"
Self,CNSAX,Invesco Convertible Securities Fund Class A,Sale (Full),01/18/2023,"$1,001 - $15,000"
Self,ODVYX,Invesco Oppenheimer Developing Markets Fund Clas,Sale (Full),01/18/2023,"$1,001 - $15,000"
Self,JSOAX,JP Morgan Strategic Income Opportunities Fd Cl A,Sale (Full),01/18/2023,"$1,001 - $15,000"
Self,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,Purchase,01/24/2023,"$1,001 - $15,000"
Self,IEFA,iShares Core MSCI EAFE ETF,Purchase,01/24/2023,"$1,001 - $15,000"
Self,ICVT,iShares Convertible Bond ETF,Purchase,01/24/2023,"$1,001 - $15,000"
Self,VWO,Vanguard FTSE Emerging Markets ETF,Purchase,01/21/2023,"$1,001 - $15,000"
Self,GIOIX,Guggenheim Macro Opportunities Fund- Institution,Purchase,01/24/2023,"$1,001 - $15,000"
Self,--,SNVXX - SCHWAB GOV'T MONEY FUND,Purchase,01/24/2023,"$1,001 - $15,000"
Spouse,--,SNVXX SCHWAB GOV'T MONEY FUND,Purchase,03/20/2023,"$1,001 - $15,000"
Self,--,SNSXX - SCHWAB US TREASURY MONEY FUND,Purchase,03/07/2023,"$100,001 - $250,000"
Self,VMLUX,Vanguard Limited-Term Tax-Exempt Fd Admiral Shs,Sale (Partial),03/02/2023,"$50,001 - $100,000"
Self,FSTAX,Fidelity Advisor Series II Fidelity Advisor Stra,Sale (Full),03/27/2023,"$1,001 - $15,000"
Spouse,GATEX,Gateway Fund Class A,Sale (Full),06/16/2023,"$1,001 - $15,000"
Spouse,ODVYX,Invesco Oppenheimer Developing Markets Fund Clas,Sale (Full),06/16/2023,"$1,001 - $15,000"
Spouse,OAKIX,Oakmark International Fund Investor Class,Sale (Full),06/16/2023,"$1,001 - $15,000"
Spouse,GIOIX,Guggenheim Macro Opportunities Fund- Institution,Purchase,06/27/2023,"$1,001 - $15,000"
Spouse,VWILX,Vanguard International Growth Fund Admiral Share,Purchase,06/27/2023,"$1,001 - $15,000"
Spouse,RGHYX,RBC Bluebay High Yield Bond Fund Class I,Purchase,06/27/2023,"$1,001 - $15,000"
Spouse,VWO,Vanguard FTSE Emerging Markets ETF,Purchase,06/28/2023,"$1,001 - $15,000"
Spouse,VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral,Sale (Partial),06/09/2023,"$15,001 - $50,000"
Self,--,SNSXX SCHWAB US TREASURY MONEY FUND,Sale (Partial),06/09/2023,"$100,001 - $250,000"
Self,IWO,iShares Russell 2000 Growth ETF,Sale (Full),06/20/2023,"$15,001 - $50,000"
Self,IWN,iShares Russell 2000 Value ETF,Sale (Full),06/20/2023,"$1,001 - $15,000"
Self,--,912797FV4 US Treasury Bill 5.399% 12/21/2023,Purchase,06/22/2023,"$1,001 - $15,000"
Self,PTTAX,Pimco Fds Total Return Fd Cl A,Sale (Full),06/22/2023,"$1,001 - $15,000"
Self,TPINX,Templeton Global Bond Fund Class A,Sale (Full),06/22/2023,"$1,001 - $15,000"
Self,JHEQX,Jpmorgan Hedged Equity Fund I Class,Purchase,06/22/2023,"$1,001 - $15,000"
Self,RGHYX,RBC Bluebay High Yield Bond Fund Class I,Purchase,06/22/2023,"$1,001 - $15,000"
Self,IEI,iShares 3-7 Year Treasury Bond ETF,Sale (Full),06/22/2023,"$1,001 - $15,000"
Self,AGG,iShares Core U.S. Aggregate Bond ETF,Purchase,06/22/2023,"$1,001 - $15,000"
Self,IJR,iShares Core S&P Small-Cap ETF,Purchase,06/22/2023,"$50,001 - $100,000"
Self,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,Purchase,06/22/2023,"$1,001 - $15,000"
Self,GIOIX,Guggenheim Macro Opportunities Fund- Institution,Purchase,06/28/2023,"$1,001 - $15,000"
Self,AGG,iShares Core U.S. Aggregate Bond ETF,Purchase,06/28/2023,"$1,001 - $15,000"
Self,IAU,ishares Gold Trust,Purchase,06/28/2023,"$1,001 - $15,000"
Self,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,Purchase,06/28/2023,"$1,001 - $15,000"
Self,VMLUX,Vanguard Limited-Term Tax-Exempt Fd Admiral Shs,Sale (Partial),09/05/2023,"$1,001 - $15,000"
Self,VMLUX,Vanguard Limited-Term Tax-Exempt Fd Admiral Shs,Sale (Partial),09/05/2023,"$1,001 - $15,000"
Self,VFIAX,Vanguard 500 Index Fd Admiral Shs,Sale (Partial),09/05/2023,"$1,001 - $15,000"
Spouse,--,SNVXX SCHWAB GOV'T MONEY FUND,Purchase,09/27/2023,"$1,001 - $15,000"
Self,--,SNSXX SCHWAB US TREASURY MONEY FUND,Sale (Full),09/28/2023,"$15,001 - $50,000"
Self,HACAX,Harbor Capital Appreciation Fund Insti Cl,Purchase,09/28/2023,"$15,001 - $50,000"
Self,HACAX,Harbor Capital Appreciation Fund Insti Cl,Purchase,09/28/2023,"$50,001 - $100,000"
Self,ILCG,iShares Morningstar Large-Cap Growth ETF,Sale (Full),09/28/2023,"$50,001 - $100,000"
Spouse,--,SNVXX SCHWAB GOV'T MONEY FUND,Sale (Partial),10/19/2023,"$1,001 - $15,000"
