Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount
Spouse,DFUS,Dimensional U.S. Equity ETF,Purchase,01/06/2023,"$1,001 - $15,000"
Spouse,RTXSX,Tax-Managed Real Assets Fund Class S,Purchase,02/08/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,03/02/2023,"$1,001 - $15,000"
Spouse,RTXSX,Tax-Managed Real Assets Fund Class S,Purchase,03/06/2023,"$1,001 - $15,000"
Spouse,DFAS,Dimensional U.S. Small Cap ETF,Purchase,03/07/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,03/07/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,04/14/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,05/02/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,05/03/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,06/02/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,06/06/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,08/02/2023,"$1,001 - $15,000"
Spouse,RTXSX,Tax-Managed Real Assets Fund Class S,Purchase,08/04/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,09/05/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,09/07/2023,"$1,001 - $15,000"
Spouse,RTXSX,Tax-Managed Real Assets Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Spouse,RTHSX,Tax-Exempt High Yield Bond Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Spouse,RTHSX,Tax-Exempt High Yield Bond Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Spouse,DFUS,Dimensional U.S. Equity ETF,Sale (Partial),10/18/2023,"$15,001 - $50,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,10/18/2023,"$1,001 - $15,000"
Spouse,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Purchase,11/08/2023,"$1,001 - $15,000"
Spouse,RTHSX,Tax-Exempt High Yield Bond Fund Class S,Purchase,12/05/2023,"$1,001 - $15,000"
