Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount
Spouse,FIQGX,Fidelity Advisor Emerging Markets Discovery Fund,Purchase,10/17/2023,"$1,001 - $15,000"
Spouse,RGISX,Global Infrastructure Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Spouse,RINTX,International Developed Markets Fund Class S,Sale (Partial),10/17/2023,"$1,001 - $15,000"
Spouse,VADDX,Invesco Equally-Weighted S&P Fund Class Y,Purchase,10/17/2023,"$1,001 - $15,000"
Spouse,RGCSX,Opportunistic Credit Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Spouse,DFAU,Dimensional US Core Equity Market ETF,Sale (Partial),10/18/2023,"$1,001 - $15,000"
Spouse,DUHP,Dimensional ETF Trust Dimensional US High Profitab,Purchase,10/18/2023,"$1,001 - $15,000"
Spouse,LIT,Global X Lithium & Battery Tech ETF,Sale (Partial),10/18/2023,"$1,001 - $15,000"
Spouse,IAU,Gold Trust Ishares,Sale (Full),10/18/2023,"$1,001 - $15,000"
Spouse,SLV,Silver Trust Ishares,Sale (Full),10/18/2023,"$1,001 - $15,000"
Spouse,REZ,iShares Residential and Multisector Real Estate ET,Purchase,10/18/2023,"$1,001 - $15,000"
Spouse,RGCSX,Opportunistic Credit Fund Class S,Purchase,10/18/2023,"$1,001 - $15,000"
Spouse,CRERX,Columbia Real Estate Equity Fund Class Adv,Purchase,12/08/2023,"$1,001 - $15,000"
Spouse,REZ,iShares Residential and Multisector Real Estate ET,Sale (Full),12/11/2023,"$1,001 - $15,000"
Self,FIQGX,Fidelity Advisor Emerging Markets Discovery Fund,Purchase,10/17/2023,"$1,001 - $15,000"
Self,RGISX,Global Infrastructure Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Self,RINTX,International Developed Markets Fund Class S,Sale (Partial),10/17/2023,"$1,001 - $15,000"
Self,VADDX,Invesco Equally-Weighted S&P Fund Class Y,Purchase,10/17/2023,"$1,001 - $15,000"
Self,RGCSX,Opportunistic Credit Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Self,DFAU,Dimensional US Core Equity Market ETF,Sale (Partial),10/18/2023,"$1,001 - $15,000"
Self,DUHP,Dimensional ETF Trust Dimensional US High Profitab,Purchase,10/18/2023,"$1,001 - $15,000"
Self,IAU,Gold Trust Ishares,Sale (Full),10/18/2023,"$1,001 - $15,000"
Self,SLV,Silver Trust Ishares,Sale (Full),10/18/2023,"$1,001 - $15,000"
Self,REZ,iShares Residential and Multisector Real Estate ET,Purchase,10/18/2023,"$1,001 - $15,000"
Self,RGCSX,Opportunistic Credit Fund Class S,Purchase,10/18/2023,"$1,001 - $15,000"
Self,CRERX,Columbia Real Estate Equity Fund Class Adv,Purchase,12/08/2023,"$1,001 - $15,000"
Self,REZ,iShares Residential and Multisector Real Estate ET,Sale (Full),12/11/2023,"$1,001 - $15,000"
Child,FIPDX,Fidelity Inflation-Protected Bond Index Fund,Sale (Partial),04/12/2023,"$1,001 - $15,000"
Child,FUMBX,Fidelity Short-Term Treasury Bond Index Fund,Purchase,04/12/2023,"$1,001 - $15,000"
Child,RTXSX,Tax-Managed Real Assets Fund Class S,Purchase,05/12/2023,"$1,001 - $15,000"
Child,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Sale (Partial),05/15/2023,"$1,001 - $15,000"
Child,FUMBX,Fidelity Short-Term Treasury Bond Index Fund,Sale (Partial),10/17/2023,"$1,001 - $15,000"
Child,RTHSX,Tax-Exempt High Yield Bond Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Child,DFUS,Dimensional U.S. Equity ETF,Sale (Partial),10/18/2023,"$1,001 - $15,000"
Child,DFNM,Dimensional ETF Trust Dimensional National Municip,Purchase,10/18/2023,"$1,001 - $15,000"
Child,FIPDX,Fidelity Inflation-Protected Bond Index Fund,Sale (Partial),04/12/2023,"$1,001 - $15,000"
Child,FUMBX,Fidelity Short-Term Treasury Bond Index Fund,Purchase,04/12/2023,"$1,001 - $15,000"
Child,RTXSX,Tax-Managed Real Assets Fund Class S,Purchase,05/12/2023,"$1,001 - $15,000"
Child,DFAX,Dimensional World Ex U.S. Core Equity 2 ETF,Sale (Partial),05/15/2023,"$1,001 - $15,000"
Child,FUMBX,Fidelity Short-Term Treasury Bond Index Fund,Sale (Partial),10/17/2023,"$1,001 - $15,000"
Child,RTXSX,Tax-Managed Real Assets Fund Class S,Purchase,10/17/2023,"$1,001 - $15,000"
Child,DFUS,Dimensional U.S. Equity ETF,Sale (Partial),10/18/2023,"$1,001 - $15,000"
Child,DFNM,Dimensional ETF Trust Dimensional National Municip,Purchase,10/18/2023,"$1,001 - $15,000"
Child,RTHSX,Tax-Exempt High Yield Bond Fund Class S,Purchase,10/18/2023,"$1,001 - $15,000"
Self,--,LVIP Vanguard Bnd Alloc Fnd SC,Purchase,04/18/2023,"$1,001 - $15,000"
Self,--,LVIP SSGA S&P 500 Index SC,Purchase,04/18/2023,"$1,001 - $15,000"
