Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount
Self,BND,Total Bond Market ETF Vanguard,Sale (Partial),10/12/2023,"$1,001 - $15,000"
Self,--,CCOR,Sale (Partial),10/12/2023,"$1,001 - $15,000"
Self,IJH,S&P Midcap 400 Ishares Core ETF,Sale (Partial),10/12/2023,"$1,001 - $15,000"
Self,MUB,iShares National Muni Bond ETF,Sale (Full),10/12/2023,"$15,001 - $50,000"
Self,QAI,IQ Hedge Multi-Strategy Tracker ETF,Purchase,10/12/2023,"$1,001 - $15,000"
Self,--,SHM,Sale (Partial),10/12/2023,"$15,001 - $50,000"
Self,VTIP,Vanguard Short-Term Inflation-Protected Securities,Sale (Partial),10/12/2023,"$1,001 - $15,000"
Self,XMHQ,Invesco S&P Midcap Quality ETF,Purchase,10/12/2023,"$1,001 - $15,000"
Self,BIMBX,Blackrock Systematic Multi-Strategy Fund Institu,Purchase,10/13/2023,"$1,001 - $15,000"
Self,--,SWVXX,Purchase,10/13/2023,"$1,001 - $15,000"
Self,VWIUX,Vanguard Intermediate-Term Tax-Exempt Fd Admiral,Purchase,10/13/2023,"$50,001 - $100,000"
Joint,SPIAX,Invesco S&P 500 Index Fund Class A,Sale (Partial),01/19/2023,"$1,001 - $15,000"
Joint,--,SPY,Purchase,01/19/2023,"$1,001 - $15,000"
Joint,--,SWVXX,Sale (Partial),05/04/2023,"$1,001 - $15,000"
Joint,MUB,iShares National Muni Bond ETF,Purchase,05/04/2023,"$1,001 - $15,000"
Joint,--,CMDY,Purchase,05/04/2023,"$1,001 - $15,000"
Joint,SPIAX,Invesco S&P 500 Index Fund Class A,Sale (Full),08/22/2023,"$1,001 - $15,000"
Joint,--,SWVXX,Sale (Partial),08/22/2023,"$1,001 - $15,000"
Joint,IEFA,iShares Core MSCI EAFE ETF,Sale (Partial),08/22/2023,"$1,001 - $15,000"
Joint,--,SPY,Purchase,08/22/2023,"$1,001 - $15,000"
Joint,IJR,iShares Core S&P Small-Cap ETF,Sale (Partial),08/22/2023,"$1,001 - $15,000"
Joint,--,SHM,Purchase,08/22/2023,"$1,001 - $15,000"
Joint,MUB,iShares National Muni Bond ETF,Sale (Partial),10/12/2023,"$1,001 - $15,000"
Joint,--,SHM,Sale (Partial),10/12/2023,"$1,001 - $15,000"
Joint,--,VWIUX,Purchase,10/13/2023,"$15,001 - $50,000"
Joint,--,SHM,Sale (Full),10/13/2023,"$1,001 - $15,000"
Joint,MUB,iShares National Muni Bond ETF,Sale (Full),10/13/2023,"$1,001 - $15,000"
Joint,--,SWVXX,Purchase,10/16/2023,"$1,001 - $15,000"
Spouse,--,SPIAX,Sale (Full),01/19/2023,"$1,001 - $15,000"
Spouse,--,SCHZ,Purchase,01/19/2023,"$1,001 - $15,000"
Spouse,--,SPMD,Purchase,04/18/2023,"$1,001 - $15,000"
Spouse,SPLG,SPDR Portfolio S&P 500 ETF,Purchase,04/18/2023,"$1,001 - $15,000"
Spouse,--,SPHY,Purchase,04/18/2023,"$1,001 - $15,000"
Spouse,--,SCHZ,Sale (Partial),04/18/2023,"$1,001 - $15,000"
Spouse,--,SCHF,Sale (Partial),04/18/2023,"$1,001 - $15,000"
Spouse,--,SCHB,Sale (Full),04/18/2023,"$1,001 - $15,000"
Spouse,SPSM,SPDR Portfolio S&P 600 Small Cap ETF,Purchase,04/18/2023,"$1,001 - $15,000"
