Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount
Self,--,BBRE,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,BNDX,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,CALF,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,CCOR,Sale (Partial),01/12/2023,"$1,001 - $15,000"
Self,--,cowz,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,iShares MSCI EAFE Min Vol Factor ETF,Sale (Full),01/12/2023,"$1,001 - $15,000"
Self,--,IEFA,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,IJH,Sale (Partial),01/12/2023,"$1,001 - $15,000"
Self,--,IJR,Sale (Partial),01/12/2023,"$1,001 - $15,000"
Self,--,MUB,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,PDBC,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,SHM,Sale (Partial),01/12/2023,"$1,001 - $15,000"
Self,--,SPLV,Sale (Full),01/12/2023,"$1,001 - $15,000"
Self,--,SWVXX,Sale (Partial),01/12/2023,"$1,001 - $15,000"
Self,--,VTIP,Purchase,01/12/2023,"$1,001 - $15,000"
Self,--,BIMBX,Purchase,01/13/2023,"$1,001 - $15,000"
Self,--,VWEAX,Purchase,01/13/2023,"$1,001 - $15,000"
Self,BBRE,JPMorgan BetaBuilders MSCI U.S. REIT ETF,Sale (Partial),04/14/2023,"$1,001 - $15,000"
Self,BIMBX,Blackrock Systematic Multi-Strategy Fund Institu,Sale (Partial),04/14/2023,"$1,001 - $15,000"
Self,CMDY,iShares Bloomberg Roll Select Commodity Strategy E,Purchase,04/14/2023,"$1,001 - $15,000"
Self,--,COWZ,Sale (Full),04/14/2023,"$1,001 - $15,000"
Self,GUNR,FlexShares Global Upstream Natural Resources Index,Sale (Full),04/14/2023,"$1,001 - $15,000"
Self,INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,Purchase,04/14/2023,"$1,001 - $15,000"
Self,MUB,iShares National Muni Bond ETF,Purchase,04/14/2023,"$1,001 - $15,000"
Self,PDBC,Invesco Optimum Yield Diversified Commodity Strate,Sale (Partial),04/14/2023,"$1,001 - $15,000"
Self,--,QAI,Purchase,04/14/2023,"$1,001 - $15,000"
Self,--,SPY,Purchase,04/14/2023,"$1,001 - $15,000"
Self,--,SWVXX,Purchase,04/17/2023,"$1,001 - $15,000"
Self,--,BIMBX,Sale (Partial),07/18/2023,"$1,001 - $15,000"
Self,BND,Vanguard Total Bond Market ETF,Purchase,07/18/2023,"$1,001 - $15,000"
Self,--,CMDY,Purchase,07/18/2023,"$1,001 - $15,000"
Self,MUB,iShares National Muni Bond ETF,Sale (Partial),07/18/2023,"$1,001 - $15,000"
Self,PDBC,Invesco Optimum Yield Diversified Commodity Strate,Sale (Full),07/18/2023,"$1,001 - $15,000"
Self,--,SHM,Purchase,07/18/2023,"$1,001 - $15,000"
Self,SPY,S&P 500 SPDR,Sale (Partial),07/18/2023,"$1,001 - $15,000"
Self,--,SWVXX,Sale (Partial),07/18/2023,"$1,001 - $15,000"
Self,--,VTIP,Purchase,07/18/2023,"$1,001 - $15,000"
Self,VWEAX,Vanguard High-Yield Corporate Fund Admiral Share,Purchase,07/19/2023,"$1,001 - $15,000"
