Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount
Self,PPA,Invesco Aerospace & Defense ETF,Sale (Full),02/01/2023,"$1,001 - $15,000"
Self,GSLC,GS Activebeta US Largecap ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,QQQM,Invesco NASDAQ 100 ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,EFV,iShares MSCI EAFE Value ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,IEMG,iShares Core MSCI Emerging Markets ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,--,IYG - iShares Tr US Fin SVC ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,JEPI,JPMorgan Equity Premium Income ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,IJR,iShares Core S&P Small-Cap ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,IYW,iShares U.S. Technology ETF,Sale (Partial),02/01/2023,"$1,001 - $15,000"
Self,TLH,iShares 10-20 Year Treasury Bond ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Self,--,IHI - iShares U.S. Medical Devices ETF,Sale (Full),02/01/2023,"$1,001 - $15,000"
Self,IYW,iShares U.S. Technology ETF,Sale (Partial),02/03/2023,"$1,001 - $15,000"
Self,MOTI,VanEck Morningstar International Moat ETF,Purchase,02/03/2023,"$1,001 - $15,000"
Self,--,IJR - iShares Core S&P Small-Cap ETF,Sale (Full),06/01/2023,"$1,001 - $15,000"
Self,--,IEFA - iShares Core MSCI EAFE ETF,Purchase,06/01/2023,"$1,001 - $15,000"
Self,--,IEFA - iShares Core MSCI EAFE ETF,Purchase,06/23/2023,"$1,001 - $15,000"
Self,GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,Sale (Partial),08/07/2023,"$1,001 - $15,000"
Self,--,IGLB - iShares 10 Year Investment Grade Corporate Bond E,Purchase,08/07/2023,"$1,001 - $15,000"
Self,--,SHYG - iShares 0-5 Year High Yield Corporate Bond ETF,Sale (Partial),08/07/2023,"$1,001 - $15,000"
Self,--,IEMG - iShares Core MSCI Emerging Markets ETF,Purchase,08/07/2023,"$1,001 - $15,000"
Self,--,HDUS - Lattice Strategies Tr Hartford Disciplined US Equity,Purchase,08/07/2023,"$1,001 - $15,000"
Self,--,IGSB - iShares Tr ISHS 1-5YE INVS,Purchase,12/22/2023,"$1,001 - $15,000"
Self,TLH,iShares 10-20 Year Treasury Bond ETF,Sale (Full),12/22/2023,"$1,001 - $15,000"
Spouse,--,ALMLA - Age-Based Moderate Ages 11 - 12 Portfolio,Sale (Full),01/01/2023,"$1,001 - $15,000"
Spouse,--,ALMFA - Age-Based Moderate Ages 13 - 14 Portfolio,Purchase,01/01/2023,"$1,001 - $15,000"
Self,BBCA,JPMorgan BetaBuilders Canada ETF,Purchase,02/01/2023,"$1,001 - $15,000"
Spouse,IJR,iShares Core S&P Small-Cap ETF,Sale (Full),06/01/2023,"$1,001 - $15,000"
