Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount
Self,--,FNIAX- Fidelity Advisor New Insights A (NASDAQ),Purchase,06/23/2023,"$15,001 - $50,000"
Self,--,FNIAX- Fidelity Advisor New Insights A (NASDAQ),Purchase,12/11/2023,"$1,001 - $15,000"
