Owner,Ticker,Asset Name,Asset Type,Transaction Type,Transaction Date,Amount
Spouse,COP,ConocoPhillips,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,CMA,Comerica Incorporated,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,CMCSA,Comcast Corporation,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,KO,The Coca-Cola Company,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,CSCO,Cisco Systems; Inc.,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,CVX,Chevron Corporation,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,CVS,CVS Health Corporation,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,BMY,Bristol-Myers Squibb Company,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,BA,The Boeing Company,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,BAC,Bank of America Corporation,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,BGS,B&G Foods; Inc.,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,AAPL,Apple Inc.,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,APA,Apache Corporation,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,AMGN,Amgen Inc.,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,AMT,American Tower Corporation,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,T,AT&T Inc.,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,LYB,LyondellBasell Industries N.V.,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,TEL,TE Connectivity Ltd.,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,CB,Chubb Limited,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,MDT,Medtronic plc,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,ETN,Eaton Corporation plc,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,DLPH,Delphi Automotive PLC,Stock,Sale (Full),06/15/2017,"$1,001 - $15,000"
Spouse,WMB,The Williams Companies; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,WRK,WestRock Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,WFC,Wells Fargo & Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,WBA,Walgreens Boots Alliance; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,WMT,Wal-Mart Stores; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,VZ,Verizon Communications Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,UTX,United Technologies Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,UPS,United Parcel Service; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,UN,Unilever N.V.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,USB,U.S. Bancorp,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,TUP,Tupperware Brands Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,TWX,Time Warner Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
