Owner,Ticker,Asset Name,Asset Type,Transaction Type,Transaction Date,Amount
Self,--,Boom Technology; Inc.Company:Boom Technology; Inc. (Denver; CO)Description:Aerospace Company,Non-Public Stock,Purchase,04/13/2021,"$1,001 - $15,000"
