Owner,Ticker,Asset Name,Asset Type,Transaction Type,Transaction Date,Amount
Spouse,--,Shares of StockCompany:Farmers Enterprises; Inc. (Great Bend; KS)Description:Bank,Non-Public Stock,Sale (Partial),08/29/2023,"$100,001 - $250,000"
Spouse,--,20% Interest; Quivira Ranch; Inc.Company:Quivira Ranch; Inc. (Stafford County; KS)Description:Ranch; land; fencing; and equipment rental; oil royalties.,Non-Public Stock,Sale (Full),03/01/2021,"$250,001 - $500,000"
